DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino;IdeObr;NumCpdCnteCutLinhaTransm;NumCpdCnteLgaLinhaTransm;IdcTipoCircuitoLinhaTransm;IdcTipoEstruturaLinhaTransm;NumCaboCondutorLinhaTransm;NumCaboParaRaioLinhaTransm;IdeCaboCondutor;IdeCaboParaRaio;NumTensaoBaseLinhaTransm
2026-04-27;29826;4;Ativa;2010;3265;591;LT 345 kV BETIM 6 /NEVES 1 MG;1;32;18,9200000000;MGBET;BETIM 6;SUB BETIM 6 MG;MG;MGNEVE;NEVES 1;SUB NEVES 1    MG;MG;15173;1750;1400;0;0;2;2;10;59;345,00
2026-04-27;29829;4;Ativa;2011;1910;3252;LT 440 kV BOM JARDIM /AGUA AZUL SP;1;1;86,3900000000;SPBOJ;BOM JARDIM;SUB BOM JARDIM    SP;SP;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;15176;0;0;0;0;0;0;;1;440,00
2026-04-27;29830;4;Ativa;2012;3252;2441;LT 440 kV AGUA AZUL /SANTO ANGELO SP;1;1;33,3200000000;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;SPSAA;SANTO ANGELO;SUB SANTO ANGELO     SP;SP;15177;0;0;0;0;0;0;1;1;440,00
2026-04-27;29833;4;Ativa;2013;2255;3252;LT 138 kV MAIRIPORA /AGUA AZUL SP;1;1;20,5900000000;SPMAI;MAIRIPORA;SUB MAIRIPORA     SP;SP;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;15180;0;0;1;0;0;0;;1;138,00
2026-04-27;29834;4;Ativa;2014;3252;2441;LT 138 kV AGUA AZUL /SANTO ANGELO SP;1;1;37,4100000000;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;SPSAA;SANTO ANGELO;SUB SANTO ANGELO     SP;SP;15181;0;0;1;0;0;0;;1;138,00
2026-04-27;29837;4;Ativa;2013;2255;3252;LT 138 kV MAIRIPORA /AGUA AZUL SP;2;1;20,5900000000;SPMAI;MAIRIPORA;SUB MAIRIPORA     SP;SP;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;15184;0;0;1;0;0;0;;1;138,00
2026-04-27;29838;4;Ativa;2014;3252;2441;LT 138 kV AGUA AZUL /SANTO ANGELO SP;2;1;37,4100000000;SPAZL;AGUA AZUL;SUB AGUA AZUL SP;SP;SPSAA;SANTO ANGELO;SUB SANTO ANGELO     SP;SP;15185;0;0;1;0;0;0;;1;138,00
2026-04-27;29841;4;Ativa;2015;870;3281;LT 230 kV GUAMA /MARITUBA PA;1;11;15,0500000000;PAGM;GUAMA;SUB GUAMA    PA;PA;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;15188;1760;1530;1;2;2;1;2;2;230,00
2026-04-27;29842;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;1;11;8,0000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA;15189;1760;1530;1;2;2;1;2;2;230,00
2026-04-27;29845;4;Ativa;2015;870;3281;LT 230 kV GUAMA /MARITUBA PA;2;11;15,0500000000;PAGM;GUAMA;SUB GUAMA    PA;PA;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;15192;1760;1530;1;2;2;1;;2;230,00
2026-04-27;29846;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;2;11;8,0000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA;15193;1760;1530;1;2;2;1;;2;230,00
2026-04-27;29849;4;Ativa;2017;358;3263;LT 345 kV BARREIRO 1 /SARZEDO MG;1;6;22,4800000000;MGBARR;BARREIRO 1;SUB BARREIRO 1    MG;MG;MGSAR;SARZEDO;SE SARZEDO;MG;15196;1635;1298;0;0;2;1;10;74;345,00
2026-04-27;29850;4;Ativa;2018;3263;614;LT 345 kV SARZEDO /PIMENTA MG;1;6;178,5800000000;MGSAR;SARZEDO;SE SARZEDO;MG;MGPIME;PIMENTA;SUB PIMENTA    MG;MG;15197;1635;1298;0;0;2;1;10;74;345,00
2026-04-27;29853;4;Ativa;2019;713;3266;LT 345 kV FURNAS /VARGINHA 4 MG;1;77;157,2800000000;MGUSFU;FURNAS;USI FURNAS     MG;MG;MGVGAQ;VARGINHA 4;SUB VARGINHA 4 MG;MG;15200;1799;1428;0;2;2;2;23;55;345,00
2026-04-27;29854;4;Ativa;2020;3266;677;LT 345 kV VARGINHA 4 /ITUTINGA MG;1;79;110,5400000000;MGVGAQ;VARGINHA 4;SUB VARGINHA 4 MG;MG;MGSTIT;ITUTINGA;SUB ITUTINGA    MG;MG;15201;1799;1428;0;2;2;2;23;55;345,00
2026-04-27;29857;4;Ativa;2021;576;3268;LT 500 kV MESQUITA /ITABIRA 5 MG;2;3;85,3000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;15204;3300;2772;0;0;3;2;23;28;500,00
2026-04-27;29858;4;Ativa;2022;3268;591;LT 500 kV ITABIRA 5 /NEVES 1 MG;1;4;86,0900000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGNEVE;NEVES 1;SUB NEVES 1    MG;MG;15205;3300;2772;0;0;3;2;23;28;500,00
2026-04-27;29861;4;Ativa;2021;576;3268;LT 500 kV MESQUITA /ITABIRA 5 MG;1;4;86,3900000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;15208;3299;2820;0;0;3;1;26;3;500,00
2026-04-27;29862;4;Ativa;2023;3268;726;LT 500 kV ITABIRA 5 /VESPASIANO 2 MG;1;5;62,7500000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGVPND;VESPASIANO 2;SUB VESPASIANO 2     MG;MG;15209;3299;2820;0;0;3;1;26;3;500,00
2026-04-27;29865;4;Ativa;1960;3268;462;LT 230 kV ITABIRA 5 /ITABIRA 2 MG;1;17;18,3200000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGITAB;ITABIRA 2;SUB ITABIRA 2     MG;MG;15212;984;803;0;0;1;1;13;40;230,00
2026-04-27;29866;4;Ativa;2024;3268;3244;LT 230 kV ITABIRA 5 /ITABIRA 4 MG;1;17;5,5800000000;MGITB5;ITABIRA 5;SE ITABIRA 5;MG;MGITB4;ITABIRA 4;SE ITABIRA 4;MG;15213;984;803;1;0;1;1;13;40;230,00
2026-04-27;29869;4;Ativa;2025;462;3239;LT 230 kV ITABIRA 2 /J.MONLEVADE 4 MG;1;10;29,4900000000;MGITAB;ITABIRA 2;SUB ITABIRA 2     MG;MG;MGJMO4;J.MONLEVADE 4;SUB JOAO MONLEVADE 4 MG;MG;15216;956;765;0;0;1;1;13;1;230,00
2026-04-27;29870;4;Ativa;2026;3239;478;LT 230 kV J.MONLEVADE 4 /J.MONLEVADE 2 MG;1;9;5,5000000000;MGJMO4;J.MONLEVADE 4;SUB JOAO MONLEVADE 4 MG;MG;MGJMON;J.MONLEVADE 2;SUB JOAO  MONLEVADE 2   MG;MG;15217;956;765;0;0;1;1;13;1;230,00
2026-04-27;29873;4;Ativa;2027;462;3269;LT 230 kV ITABIRA 2 /BRAUNAS MG;1;5;73,4000000000;MGITAB;ITABIRA 2;SUB ITABIRA 2     MG;MG;MGBRAU;BRAUNAS;SUB BRAUNAS MG;MG;15221;979;837;0;0;1;2;13;40;230,00
2026-04-27;29874;4;Ativa;2028;3269;630;LT 230 kV BRAUNAS /PORTO ESTRELA MG;1;5;12,2000000000;MGBRAU;BRAUNAS;SUB BRAUNAS MG;MG;MGPORT;PORTO ESTRELA;USI PORTO ESTRELA    MG;MG;15222;979;837;0;0;1;2;13;40;230,00
2026-04-27;30922;4;Ativa;2031;1031;1092;LT 230 kV CASCAVEL /MEDIANEIRA PR;1;0;74,2500000000;PRCEL;CASCAVEL;SUB CASCAVEL    PR;PR;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR;16239;961;714;0;0;1;2;10;59;230,00
2026-04-27;30923;4;Ativa;2032;1092;1057;LT 230 kV MEDIANEIRA /F.IGUACUNORTE PR;1;0;50,3100000000;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR;PRFON;F.IGUACUNORTE;SUB FOZ IGUACU NORTE    PR;PR;16240;961;714;0;0;1;2;10;59;230,00
2026-04-27;30926;4;Ativa;2033;1047;1092;LT 230 kV CASCAVEL OEST /MEDIANEIRA PR;1;7;66,0000000000;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR;16243;961;714;0;0;1;2;10;59;230,00
2026-04-27;30927;4;Ativa;2032;1092;1057;LT 230 kV MEDIANEIRA /F.IGUACUNORTE PR;2;7;53,0000000000;PRMED ;MEDIANEIRA;SUB MEDIANEIRA    PR;PR;PRFON;F.IGUACUNORTE;SUB FOZ IGUACU NORTE    PR;PR;16244;961;714;0;0;1;2;10;59;230,00
2026-04-27;30930;4;Ativa;2034;576;3287;LT 500 kV MESQUITA /MUTUM MG;1;263;136,2000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGMTUM;MUTUM;SUB MUTUM;MG;16247;24;305;0;2;3;2;23;59;500,00
2026-04-27;30931;4;Ativa;2035;3287;2916;LT 500 kV MUTUM /VIANA 2 MG/ES;1;218;136,0000000000;MGMTUM;MUTUM;SUB MUTUM;MG;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES;16248;24;305;0;2;3;2;23;59;500,00
2026-04-27;30946;4;Ativa;2036;444;3279;LT 230 kV G.VALADARES 2 /G.VALADARES 6 MG;1;14;5,1200000000;MGGVAL;G.VALADARES 2;SUB GOVERNADOR VALADARES 2   MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;16262;12;1004;0;0;2;2;13;59;230,00
2026-04-27;30947;4;Ativa;2037;3279;576;LT 230 kV G.VALADARES 6 /MESQUITA MG;1;12;95,3100000000;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;16263;784;662;0;2;1;2;13;34;230,00
2026-04-27;30950;4;Ativa;2038;410;3279;LT 230 kV CONSE. PENA /G.VALADARES 6 MG;1;13;71,2500000000;MGCPEN;CONSE. PENA;SUB CONSELHEIRO PENA    MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;16266;98;838;0;0;1;2;13;1;230,00
2026-04-27;30951;4;Ativa;2036;444;3279;LT 230 kV G.VALADARES 2 /G.VALADARES 6 MG;2;15;5,7400000000;MGGVAL;G.VALADARES 2;SUB GOVERNADOR VALADARES 2   MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;16267;12;1004;0;0;2;2;13;59;230,00
2026-04-27;31017;4;Ativa;2053;2929;3302;LT 230 kV XINGUARA 2 /SANTANA DO ARAGUAIA PA;1;529;267,4000000000;PAXG;XINGUARA 2;SUB XINGUARA 2 PA;PA;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;16336;880;700;1;2;1;2;67;1;230,00
2026-04-27;31020;4;Ativa;2053;2929;3302;LT 230 kV XINGUARA 2 /SANTANA DO ARAGUAIA PA;2;529;267,4000000000;PAXG;XINGUARA 2;SUB XINGUARA 2 PA;PA;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;16339;880;700;1;2;1;2;67;1;230,00
2026-04-27;31023;4;Ativa;1692;3114;1068;LT 230 kV UMUARAMA SUL /GUAIRA PR;2;224;104,0100000000;PRUMU2;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;16342;965;825;0;2;1;1;67;41;230,00
2026-04-27;31039;4;Ativa;1411;326;329;LT 500 kV SAO LUIS II /MIRANDA II MA;3;222;108,0000000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA;16358;4000;3175;0;0;4;2;67;1;500,00
2026-04-27;31044;4;Ativa;2046;326;3236;LT 500 kV SAO LUIS II /SAO LUIS IV MA;1;9;5,1900000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;MALQ;SAO LUIS IV;SUB SAO LUIS IV MA;MA;16363;4000;3175;1;0;4;2;67;1;500,00
2026-04-27;31047;4;Ativa;2046;326;3236;LT 500 kV SAO LUIS II /SAO LUIS IV MA;2;9;5,1900000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;MALQ;SAO LUIS IV;SUB SAO LUIS IV MA;MA;16366;4000;3175;1;0;4;2;67;1;500,00
2026-04-27;31077;4;Ativa;8;27;1797;LT 500 kV USINA XINGO /JARDIM AL/SE;2;362;162,0000000000;ALUXG;USINA XINGO;USI USINA XINGO AL;AL;SEJDM;JARDIM;SUB JARDIM SE;SE;16396;3180;2525;0;1;4;2;67;28;500,00
2026-04-27;31084;4;Ativa;57;85;980;LT 500 kV P. AFONSO IV /US. L.GONZAGA BA/PE;2;87;38,4200000000;BAPAQ;P. AFONSO IV;SUB PAULO  AFONSO IV    BA;BA;PEULG;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE;16403;3180;2525;0;2;4;2;64;40;500,00
2026-04-27;31087;4;Ativa;2050;3112;3298;LT 230 kV GARANHUNS II /ARCOVERDE II PE;1;176;81,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEARD;ARCOVERDE II;SUB ARCOVERDE II PE;PE;16406;115;1;0;2;1;2;67;1;230,00
2026-04-27;31119;4;Ativa;2051;3300;3298;LT 230 kV CAETES II /ARCOVERDE II PE;1;105;48,0000000000;PECE2;CAETES II;SUB CAETES II PE;PE;PEARD;ARCOVERDE II;SUB ARCOVERDE II PE;PE;16438;115;1;0;2;1;2;67;1;230,00
2026-04-27;31152;4;Ativa;2054;2115;3297;LT 138 kV FLOR.PAULISTA /ALTA PAULISTA SP;1;2;2,7300000000;SPFLP;FLOR.PAULISTA;SUB FLORIDA PAULISTA    SP;SP;SPALP;ALTA PAULISTA;SUB ALTA PAULISTA;SP;16471;2000;1720;1;0;2;2;13;77;138,00
2026-04-27;31153;4;Ativa;2055;3297;2399;LT 138 kV ALTA PAULISTA /PRE.PRUDENTE SP;1;2;64,9900000000;SPALP;ALTA PAULISTA;SUB ALTA PAULISTA;SP;SPPRP;PRE.PRUDENTE;SUB PRESIDENTE PRUDENTE SP;SP;16472;2000;1720;1;0;2;2;13;77;138,00
2026-04-27;31156;4;Ativa;2054;2115;3297;LT 138 kV FLOR.PAULISTA /ALTA PAULISTA SP;2;2;2,7300000000;SPFLP;FLOR.PAULISTA;SUB FLORIDA PAULISTA    SP;SP;SPALP;ALTA PAULISTA;SUB ALTA PAULISTA;SP;16475;2000;1720;1;0;2;2;13;77;138,00
2026-04-27;31157;4;Ativa;2055;3297;2399;LT 138 kV ALTA PAULISTA /PRE.PRUDENTE SP;2;2;64,9900000000;SPALP;ALTA PAULISTA;SUB ALTA PAULISTA;SP;SPPRP;PRE.PRUDENTE;SUB PRESIDENTE PRUDENTE SP;SP;16476;2000;1720;1;0;2;2;13;77;138,00
2026-04-27;31160;4;Ativa;2056;2161;3296;LT 440 kV ILHA SOLTEIRA /BAGUACU SP;1;2;146,4800000000;SPILS;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;16479;4000;3444;1;0;4;2;13;77;440,00
2026-04-27;31161;4;Ativa;2057;3296;1895;LT 440 kV BAGUACU /BAURU SP;1;1;178,1500000000;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;SPBAU;BAURU;SUB BAURU    SP;SP;16480;4000;3444;1;0;4;2;13;77;440,00
2026-04-27;31164;4;Ativa;2056;2161;3296;LT 440 kV ILHA SOLTEIRA /BAGUACU SP;2;2;146,4800000000;SPILS;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;16483;4000;3444;1;0;4;2;13;28;440,00
2026-04-27;31165;4;Ativa;2057;3296;1895;LT 440 kV BAGUACU /BAURU SP;2;1;178,1100000000;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;SPBAU;BAURU;SUB BAURU    SP;SP;16484;4000;3444;1;0;4;2;13;77;440,00
2026-04-27;31177;4;Ativa;913;3144;19;LT 230 kV N.S.SOCORRO /PENEDO SE/AL;2;252;111,0000000000;SENSC;N.S.SOCORRO;SUB NOSSA SENHORA DO SOCORRO SE;SE;ALPEN;PENEDO;SUB PENEDO AL;AL;16496;790;630;0;2;1;2;;2;230,00
2026-04-27;31183;4;Ativa;2049;886;3299;LT 230 kV TRANSAMAZONIC /TAPAJOS PA;1;387;187,0000000000;PATM;TRANSAMAZONIC;SUB TRANSAMAZONICA   PA;PA;;TAPAJOS;SUB TAPAJOS PA;PA;16502;1060;850;0;2;1;2;1;1;230,00
2026-04-27;31204;4;Ativa;2047;2795;862;LT 230 kV XINGU /ALTAMIRA PA;1;144;61,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;PAAT;ALTAMIRA;SUB ALTAMIRA PA;PA;16523;1975;1595;0;2;2;2;3;2;230,00
2026-04-27;31207;4;Ativa;1765;862;886;LT 230 kV ALTAMIRA /TRANSAMAZONIC PA;2;424;188,0000000000;PAAT;ALTAMIRA;SUB ALTAMIRA PA;PA;PATM;TRANSAMAZONIC;SUB TRANSAMAZONICA   PA;PA;16526;1975;1595;0;2;2;2;3;2;230,00
2026-04-27;31231;4;Ativa;2058;3024;1068;LT 525 kV FOZ DO IGUACU /GUAIRA PR;1;355;173,0000000000;PRSTF6;FOZ DO IGUACU;SUB FOZ DO IGUACU    PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;16552;;;1;2;4;6;;2;525,00
2026-04-27;31234;4;Ativa;2058;3024;1068;LT 525 kV FOZ DO IGUACU /GUAIRA PR;2;355;173,0000000000;PRSTF6;FOZ DO IGUACU;SUB FOZ DO IGUACU    PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;16555;;;1;2;4;6;;2;525,00
2026-04-27;31248;4;Ativa;2059;1068;1130;LT 525 kV GUAIRA /SARANDI PR;1;555;263,0000000000;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;PRSDI;SARANDI;SUB SARANDI    PR;PR;16569;3985;3200;1;2;4;4;;2;525,00
2026-04-27;31251;4;Ativa;2059;1068;1130;LT 525 kV GUAIRA /SARANDI PR;2;555;263,0000000000;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;PRSDI;SARANDI;SUB SARANDI    PR;PR;16572;3985;3200;1;2;4;4;;2;525,00
2026-04-27;31258;4;Ativa;2060;1130;1087;LT 525 kV SARANDI /LONDRINA ESU PR;1;151;72,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR;16579;;3200;1;2;4;3;;2;525,00
2026-04-27;31261;4;Ativa;2060;1130;1087;LT 525 kV SARANDI /LONDRINA ESU PR;2;151;72,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR;16582;3985;3200;1;2;4;3;;2;525,00
2026-04-27;31291;4;Ativa;2061;1130;3304;LT 230 kV SARANDI /PARANAVAI NORTE PR;1;176;82,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR;16613;957;804;1;2;1;4;;2;230,00
2026-04-27;31294;4;Ativa;2061;1130;3304;LT 230 kV SARANDI /PARANAVAI NORTE PR;2;176;82,0000000000;PRSDI;SARANDI;SUB SARANDI    PR;PR;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR;16616;957;804;1;2;1;4;;2;230,00
2026-04-27;31301;4;Ativa;2062;1087;3303;LT 230 kV LONDRINA ESU /LONDRINA SUL PR;1;4;14,0600000000;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR;PRLOS;LONDRINA SUL;SUB LONDRINA SUL PR;PR;16623;982;882;0;2;2;2;10;28;230,00
2026-04-27;31302;4;Ativa;2063;3303;1011;LT 230 kV LONDRINA SUL /APUCARANA PR;1;4;33,6000000000;PRLOS;LONDRINA SUL;SUB LONDRINA SUL PR;PR;PRAPA;APUCARANA;SUB APUCARANA PR;PR;16624;982;882;0;2;2;2;10;28;230,00
2026-04-27;31305;4;Ativa;2064;2313;3296;LT 138 kV N.AVANHANDAVA /BAGUACU SP;1;26;9,7800000000;SPNAV;N.AVANHANDAVA;USI NOVA AVANHANDAVA    SP;SP;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;16627;1631;861;1;0;1;2;13;35;138,00
2026-04-27;31306;4;Ativa;2065;3296;2669;LT 138 kV BAGUACU /VALPARAISO SP;1;22;99,1000000000;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;SPVAL;VALPARAISO;SUB VALPARAISO    SP;SP;16628;1011;861;1;0;1;2;13;35;138,00
2026-04-27;31309;4;Ativa;2064;2313;3296;LT 138 kV N.AVANHANDAVA /BAGUACU SP;2;26;9,7800000000;SPNAV;N.AVANHANDAVA;USI NOVA AVANHANDAVA    SP;SP;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;16631;1631;861;1;0;1;2;13;35;138,00
2026-04-27;31310;4;Ativa;2065;3296;2669;LT 138 kV BAGUACU /VALPARAISO SP;2;22;99,1000000000;SPBAG;BAGUACU;SUB BAGUAÇU SP;SP;SPVAL;VALPARAISO;SUB VALPARAISO    SP;SP;16632;1011;861;1;0;1;2;13;77;138,00
2026-04-27;31313;4;Ativa;2052;3282;3149;LT 500 kV QUEIMADA NOVA II /MILAGRES II PI/CE;1;659;322,0000000000;PIQMN;QUEIMADA NOVA II;QUEIMADA NOVA II;PI;CEMLD;MILAGRES II;SUB MILAGRES II CE;CE;16635;4000;2880;0;2;6;1;66;44;500,00
2026-04-27;31324;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;3;63;9,5000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA;16646;1765;1535;1;0;2;2;78;77;230,00
2026-04-27;31327;4;Ativa;2016;3281;890;LT 230 kV MARITUBA /UTINGA PA;4;63;9,5000000000;PAMTUB;MARITUBA;SUB MARITUBA PA;PA;PAUG;UTINGA;SUB UTINGA     PA;PA;16649;1765;1535;1;0;2;2;78;77;230,00
2026-04-27;31330;4;Ativa;2045;3090;950;LT 500 kV C.GRANDE III /PAU FERRO PB/PE;1;264;132,0000000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE;16652;3896;3092;0;2;4;1;66;44;500,00
2026-04-27;31355;4;Ativa;1659;3117;1672;LT 500 kV ABDON BATISTA /C.NOVOS SC;2;93;39,7800000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;16677;3985;3405;0;0;4;2;67;1;500,00
2026-04-27;31358;4;Ativa;2041;3295;3117;LT 525 kV SIDEROPOLIS 2 /ABDON BATISTA SC;1;430;209,3100000000;SCSID2;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;16680;3985;3405;1;0;4;2;67;1;525,00
2026-04-27;31361;4;Ativa;2041;3295;3117;LT 525 kV SIDEROPOLIS 2 /ABDON BATISTA SC;2;430;209,3100000000;SCSID2;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;16683;3985;3405;1;0;4;2;67;1;525,00
2026-04-27;31364;4;Ativa;2042;1658;3295;LT 525 kV BIGUACU /SIDEROPOLIS 2 SC;1;316;151,4900000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;SCSID2;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;16686;3985;3405;0;0;4;2;67;1;525,00
2026-04-27;31367;4;Ativa;2043;3295;1738;LT 230 kV SIDEROPOLIS 2 /SIDEROPOL.ESU SC;1;17;6,1400000000;SCSID2;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCSID;SIDEROPOL.ESU;SUB SIDEROPOLIS (ELETROSUL)  SC;SC;16689;1950;1510;1;0;2;2;67;1;230,00
2026-04-27;31370;4;Ativa;2043;3295;1738;LT 230 kV SIDEROPOLIS 2 /SIDEROPOL.ESU SC;2;17;6,1400000000;SCSID2;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCSID;SIDEROPOL.ESU;SUB SIDEROPOLIS (ELETROSUL)  SC;SC;16692;1950;1510;1;0;2;2;67;1;230,00
2026-04-27;31373;4;Ativa;2044;3295;1688;LT 230 kV SIDEROPOLIS 2 /FORQUILHINHA SC;1;67;27,6000000000;SCSID2;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCFHA;FORQUILHINHA;SUB FORQUILHINHA     SC;SC;16695;1090;860;0;0;1;2;67;1;230,00
2026-04-27;31434;4;Ativa;1828;323;3200;LT 230 kV COELHO NETO /CHAPADINHA II MA;1;150;74,0000000000;MACH;COELHO NETO;SUB COELHO NETO   MA;MA;MACD;CHAPADINHA II;SUB CHAPADINHA II MA;MA;16790;1030;830;0;2;1;2;23;1;230,00
2026-04-27;31439;4;Ativa;1829;329;3200;LT 230 kV MIRANDA II /CHAPADINHA II MA;1;298;139,4500000000;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA;MACD;CHAPADINHA II;SUB CHAPADINHA II MA;MA;16795;1030;830;0;2;1;2;23;1;230,00
2026-04-27;31488;4;Ativa;2066;332;3301;LT 230 kV PERITORO /CAXIAS II MA;1;3;117,5600000000;MAPR;PERITORO;SUB PERITORO    MA;MA;MACXD;CAXIAS II;SUB CAXIAS II MA;MA;16851;738;586;0;2;1;2;47;59;230,00
2026-04-27;31489;4;Ativa;2067;3301;323;LT 230 kV CAXIAS II /COELHO NETO MA;1;3;103,5200000000;MACXD;CAXIAS II;SUB CAXIAS II MA;MA;MACH;COELHO NETO;SUB COELHO NETO   MA;MA;16852;738;586;0;2;1;2;47;55;230,00
2026-04-27;31522;4;Ativa;1793;1525;3179;LT 230 kV LAJEADO 2 /LAJEADO 3 RS;1;32;11,0000000000;RSLAJ2;LAJEADO 2;SUB LAJEADO 2     RS;RS;RSLAJ3;LAJEADO 3;SUB LAJEADO 3 RS;RS;16891;97;77;0;0;1;2;62;1;230,00
2026-04-27;31525;4;Ativa;1794;3179;1509;LT 230 kV LAJEADO 3 /GARIBALDI 1 RS;1;118;47,0000000000;RSLAJ3;LAJEADO 3;SUB LAJEADO 3 RS;RS;RSGAR1;GARIBALDI 1;SUB GARIBALDI 1   RS;RS;16894;97;77;0;0;1;2;62;1;230,00
