DatGeracaoConjuntoDados;IdeOnsSbe;SglTipAnj;DscTipAnj;IdeMdl;IdeTipMdl;IdeTipAnj;IdeSbe;IdcPrtMdlGrl;NomSubestacao;NomLongoSubestacao;SigUFSubestacao;NumOprMdl;NomMdl;IdcSitMdl;NumTnsMdl
2026-04-27;ALPEN;;;5768;1;;19;;PENEDO;SUB PENEDO AL;AL;MG1;MG 230 kV PENEDO MG1 AL;3;230,00
2026-04-27;ALUXG;DJM;Disjuntor e Meio;5770;1;2;27;2;USINA XINGO;USI USINA XINGO AL;AL;MG1;MG 500 kV USINA XINGO MG1 AL;3;500,00
2026-04-27;BAABX;;;5771;1;;34;;ABAIXADORA;SUB ABAIXADORA BA;BA;MG1;MG 230 kV ABAIXADORA MG1 BA;3;230,00
2026-04-27;BACTU;;;5778;1;;55;;CATU;SUB CATU     BA;BA;MG1;MG 230 kV CATU MG1 BA;3;230,00
2026-04-27;BAFNL;;;5780;1;;66;;FUNIL;SUB FUNIL    BA;BA;MG1;MG 230 kV FUNIL MG1 BA;3;230,00
2026-04-27;BAJCR;BD3;Barra Dupla a três Chaves;5784;1;7;72;2;JACARACANGA;SUB JACARACANGA   BA;BA;MG1;MG 230 kV JACARACANGA MG1 BA;3;230,00
2026-04-27;BAOLD;DJM;Disjuntor e Meio;5787;1;2;83;2;OLINDINA;SUB OLINDINA    BA;BA;MG1;MG 500 kV OLINDINA MG1 BA;2;500,00
2026-04-27;BASTJ;BPT;Barra Principal e Transferência;5792;1;1;102;2;STO.A.JESUS;SUB SANTO  ANTONIO JESUS   BA;BA;MG1;MG 230 kV STO.A.JESUS MG1 BA;2;230,00
2026-04-27;BAUSB;BD5;Barra Dupla a Cinco Chaves;5793;1;6;118;1;U.SOBRADINHO;USI SOBRADINHO    BA;BA;MG2;MG 500 kV U.SOBRADINHO MG2 BA;3;500,00
2026-04-27;CEDMG;;;5795;1;;139;;DELM. GOUVEIA;SUB DELMIRO  GOUVEIA    CE;CE;MG1;MG 230 kV DELM. GOUVEIA MG1 CE;3;230,00
2026-04-27;CESBD;BPT;Barra Principal e Transferência;5801;1;1;160;2;SOBRAL II;SUB SOBRAL II     CE;CE;MG1;MG 230 kV SOBRAL II MG1 CE;3;230,00
2026-04-27;GOUCD;BD4;Barra Dupla a Quatro Chaves;5811;1;4;297;2;C. DOURADA;USI CACHOEIRA  DOURADA    GO;GO;MG1;MG 230 kV C. DOURADA MG1 GO;3;230,00
2026-04-27;MAAC;DJM;Disjuntor e Meio;5813;1;2;319;1;ACAILANDIA;SUB ACAILANDIA    MA;MA;MG1;MG 500 kV ACAILANDIA MG1 MA;3;500,00
2026-04-27;MACH;;;5814;1;;323;;COELHO NETO;SUB COELHO NETO   MA;MA;MG1;MG 230 kV COELHO NETO MG1 MA;3;230,00
2026-04-27;MALI;;;5817;1;;327;;SAO LUIS I;SUB SAO LUIS I    MA;MA;MG1;MG 230 kV SAO LUIS I MG1 MA;3;230,00
2026-04-27;MGITSE;BD3;Barra Dupla a três Chaves;5830;1;7;466;1;ITUTINGA-SE;SUB ITUTINGA-SE   MG;MG;MG1;MG 345 kV ITUTINGA-SE MG1 MG;3;345,00
2026-04-27;MGNPON;;;5837;1;;597;;NOVA PONTE;USI NOVA PONTE    MG;MG;MG1;MG 500 kV NOVA PONTE MG1 MG;3;500,00
2026-04-27;MGVPND;ANEL;Anel;5846;1;5;726;2;VESPASIANO 2;SUB VESPASIANO 2     MG;MG;MG1;MG 500 kV VESPASIANO 2 MG1 MG;3;500,00
2026-04-27;MTNB;BD3;Barra Dupla a três Chaves;5850;1;7;826;;NOBRES;SUB NOBRES     MT;MT;MG1;MG 230 kV NOBRES MG1 MT;2;230,00
2026-04-27;PAGM;;;5856;1;;870;;GUAMA;SUB GUAMA    PA;PA;MG1;MG 230 kV GUAMA MG1 PA;3;230,00
2026-04-27;PATC;;;5860;1;;885;;TUCURUI;SUB TUCURUI    PA;PA;MG4;MG 500 kV TUCURUI MG4 PA;3;500,00
2026-04-27;PAVC;;;5863;1;;892;;VILA DO CONDE;SUB VILA DO CONDE    PA;PA;MG2;MG 500 kV VILA DO CONDE MG2 PA;3;500,00
2026-04-27;PBCMA;BD3;Barra Dupla a três Chaves;5865;1;7;902;2;COREMAS;SUB COREMAS    PB;PB;MG1;MG 230 kV COREMAS MG1 PB;2;230,00
2026-04-27;PBMRD;BPT;Barra Principal e Transferência;5866;1;1;907;2;MUSSURE II;SUB MUSSURE II    PB;PB;MG1;MG 230 kV MUSSURE II MG1 PB;3;230,00
2026-04-27;PEAGD;DJM;Disjuntor e Meio;5867;1;2;915;2;ANGELIM II;SUB ANGELIM II    PE;PE;MG1;MG 500 kV ANGELIM II MG1 PE;3;500,00
2026-04-27;PEMRR;BPT;Barra Principal e Transferência;5871;1;1;945;2;MIRUEIRA;SUB MIRUEIRA    PE;PE;MG1;MG 230 kV MIRUEIRA MG1 PE;2;230,00
2026-04-27;PEPRD;BPT;Barra Principal e Transferência;5872;1;1;954;2;PIRAPAMA II;SUB PIRAPAMA II   PE;PE;MG1;MG 230 kV PIRAPAMA II MG1 PE;3;230,00
2026-04-27;PEULG;DJM;Disjuntor e Meio;5876;1;2;980;2;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE;MG1;MG 500 kV US. L.GONZAGA MG1 PE;3;500,00
2026-04-27;PIBEA;;;5877;1;;989;;B. ESPERANCA;SUB BOA ESPERANCA PI;PI;MG1;MG 500 kV B. ESPERANCA MG1 PI;3;500,00
2026-04-27;PITSA;BD3;Barra Dupla a três Chaves;5881;1;7;1002;2;TERESINA;SUB TERESINA    PI;PI;MG1;MG 230 kV TERESINA MG1 PI;3;230,00
2026-04-27;PIUBE ;DJM;Disjuntor e Meio;5883;1;2;1004;1;UB.ESPERANCA;USI BOA  ESPERANCA   PI;PI;MG1;MG 230 kV UB.ESPERANCA MG1 PI;3;230,00
2026-04-27;PRCCO;BPT;Barra Principal e Transferência;5886;1;1;1028;2;C.COMPRIDO;SUB CAMPO COMPRIDO   PR;PR;MG1;MG 230 kV C.COMPRIDO MG1 PR;3;230,00
2026-04-27;PRCEL;;;5887;1;;1031;;CASCAVEL;SUB CASCAVEL    PR;PR;MG1;MG 230 kV CASCAVEL MG1 PR;3;230,00
2026-04-27;PRDJP;BPT;Barra Principal e Transferência;5890;1;1;1048;1;D.S.J.PINHAIS;SUB DISTRITO SAO JOSE DOS PINHAIS PR;PR;MG1;MG 230 kV D.S.J.PINHAIS MG1 PR;2;230,00
2026-04-27;PRGPS;BPT;Barra Principal e Transferência;5893;1;1;1065;2;PARIGOT SOUZA;SUB GOVERNADOR PARIGOT SOUZA    PR;PR;MG1;MG 230 kV PARIGOT SOUZA MG1 PR;3;230,00
2026-04-27;PRGRL;;;5894;1;;1067;;GRALHA AZUL;SUB GRALHA AZUL   PR;PR;MG1;MG 230 kV GRALHA AZUL MG1 PR;3;230,00
2026-04-27;PRIBP;BPT;Barra Principal e Transferência;5896;1;1;1070;2;IBIPORA;SUB IBIPORA    PR;PR;MG1;MG 230 kV IBIPORA MG1 PR;3;230,00
2026-04-27;PRJGI;BPT;Barra Principal e Transferência;5897;1;1;1081;2;JAGUARIAIVA;SUB JAGUARIAIVA   PR;PR;MG1;MG 230 kV JAGUARIAIVA MG1 PR;3;230,00
2026-04-27;PRLNA;BPT;Barra Principal e Transferência;5898;1;1;1086;2;LONDRINA COT;SUB LONDRINA (COPEL-T)    PR;PR;MG1;MG 230 kV LONDRINA COT MG1 PR;3;230,00
2026-04-27;PRMGA;BPT;Barra Principal e Transferência;5899;1;1;1094;2;MARINGA;SUB MARINGA    PR;PR;MG1;MG 230 kV MARINGA MG1 PR;2;230,00
2026-04-27;PRPGN;BPT;Barra Principal e Transferência;5900;1;1;1106;2;PONTA G NORTE;SUB PONTA GROSSA  NORTE   PR;PR;MG1;MG 230 kV PONTA G NORTE MG1 PR;3;230,00
2026-04-27;PRPIL;BPT;Barra Principal e Transferência;5902;1;1;1108;2;PILARZINHO;SUB PILARZINHO    PR;PR;MG1;MG 230 kV PILARZINHO MG1 PR;3;230,00
2026-04-27;PRUBR;BPT;Barra Principal e Transferência;5905;1;1;1154;2;UBERABA;SUB UBERABA    PR;PR;MG1;MG 230 kV UBERABA MG1 PR;3;230,00
2026-04-27;RNACD;;;5906;1;;1395;;ACU II;SUB ACU II     RN;RN;MG1;MG 230 kV ACU II MG1 RN;3;230,00
2026-04-27;RNNTD;BPT;Barra Principal e Transferência;5908;1;1;1405;2;NATAL II;SUB NATAL II    RN;RN;MG1;MG 230 kV NATAL II MG1 RN;3;230,00
2026-04-27;RSALE2;BPT;Barra Principal e Transferência;5909;1;1;1445;1;ALEGRETE 2;SUB ALEGRETE 2 RS;RS;MG1;MG 230 kV ALEGRETE 2 MG1 RS;3;230,00
2026-04-27;RSCAM;BS;Barra Simples;5911;1;3;1460;2;CAMAQUA;SUB CAMAQUA    RS;RS;MG1;MG 230 kV CAMAQUA MG1 RS;3;230,00
2026-04-27;RSCAX2;BPT;Barra Principal e Transferência;5912;1;1;1463;1;CAXIAS SUL 2;SUB CAXIAS DO SUL 2    RS;RS;MG1;MG 230 kV CAXIAS SUL 2 MG1 RS;2;230,00
2026-04-27;RSCAX5;BD4;Barra Dupla a Quatro Chaves;5913;1;4;1464;1;CAXIAS SUL 5;SUB CAXIAS DO SUL 5    RS;RS;MG2;MG 230 kV CAXIAS SUL 5 MG2 RS;3;230,00
2026-04-27;RSCBO;BPT;Barra Principal e Transferência;5914;1;1;1466;2;CAMPO BOM;SUB CAMPO BOM     RS;RS;MG1;MG 230 kV CAMPO BOM MG1 RS;2;230,00
2026-04-27;RSLAJ2;BPT;Barra Principal e Transferência;5921;1;1;1525;;LAJEADO 2;SUB LAJEADO 2     RS;RS;MG1;MG 230 kV LAJEADO 2 MG1 RS;3;230,00
2026-04-27;RSPAL4;BD3;Barra Dupla a três Chaves;5929;1;7;1553;2;PORTO ALEGRE 4;SUB PORTO ALEGRE 4 RS;RS;MG7;MG 230 kV PORTO ALEGRE 4 MG7 RS;4;230,00
2026-04-27;RSPPE;BD3;Barra Dupla a três Chaves;5933;1;7;1570;2;P.PETROQUIMIC;SUB POLO PETROQUIMICO   RS;RS;MG1;MG 230 kV P.PETROQUIMIC MG1 RS;2;230,00
2026-04-27;RSSAG2;BPT;Barra Principal e Transferência;5935;1;1;1576;2;SANTO ANGELO 2;SUB SANTO ANGELO 2 RS;RS;MG1;MG 230 kV SANTO ANGELO 2 MG1 RS;3;230,00
2026-04-27;RSSBO2;BPT;Barra Principal e Transferência;5936;1;1;1581;;SAO BORJA 2;SUB SAO BORJA 2 RS;RS;MG1;MG 230 kV SAO BORJA 2 MG1 RS;3;230,00
2026-04-27;RSSMA3;BD3;Barra Dupla a três Chaves;5938;1;7;1589;2;SANTA MARIA 3;SUB SANTA MARIA 3    RS;RS;MG1;MG 230 kV SANTA MARIA 3 MG1 RS;3;230,00
2026-04-27;RSUITA;BD3;Barra Dupla a três Chaves;5942;1;7;1624;2;ITAUBA;USI ITAUBA     RS;RS;MG1;MG 230 kV ITAUBA MG1 RS;3;230,00
2026-04-27;RSPME;BD3;Barra Dupla a três Chaves;5943;1;7;1566;2;PRE.MEDICI;SUB PRESIDENTE MEDICI   RS;RS;MG1;MG 230 kV PRE.MEDICI MG1 RS;3;230,00
2026-04-27;RSUPRE;BD3;Barra Dupla a três Chaves;5944;1;7;1631;2;PASSO REAL;USI PASSO REAL    RS;RS;MG1;MG 230 kV PASSO REAL MG1 RS;3;230,00
2026-04-27;RSVAI;BS;Barra Simples;5946;1;3;1643;2;V.AIRES;SUB VENANCIO AIRES   RS;RS;MG1;MG 230 kV V.AIRES MG1 RS;3;230,00
2026-04-27;SPAVN;;;5952;1;;1883;;AVARE NOVA;SUB AVARE NOVA    SP;SP;MG1;MG 230 kV AVARE NOVA MG1 SP;3;230,00
2026-04-27;SPBSA;;;5957;1;;1924;;B. SANTISTA;SUB BAIXADA  SANTISTA   SP;SP;MG1;MG 345 kV B. SANTISTA MG1 SP;3;345,00
2026-04-27;SPCPV;;;5961;1;;2034;;CAPIVARA;USI CAPIVARA    SP;SP;MG1;MG 440 kV CAPIVARA MG1 SP;3;440,00
2026-04-27;SPCTR;BD4;Barra Dupla a Quatro Chaves;5962;1;4;2048;;CENTRO-CTR;SUB CENTRO-CTR    SP;SP;MG1;MG 230 kV CENTRO-CTR MG1 SP;4;230,00
2026-04-27;SPESO;;;5964;1;;2096;;EDGARD SOUZA;SUB EDGARD SOUZA     SP;SP;MG1;MG 230 kV EDGARD SOUZA MG1 SP;3;230,00
2026-04-27;SPILS;;;5965;1;;2161;;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;MG1;MG 440 kV ILHA SOLTEIRA MG1 SP;3;440,00
2026-04-27;SPINT;;;5966;1;;2167;;INTERLAGOS;SUB INTERLAGOS    SP;SP;MG1;MG 345 kV INTERLAGOS MG1 SP;3;345,00
2026-04-27;SPJUP;;;5968;1;;2208;;JUPIA;USI JUPIA    SP;SP;MG1;MG 440 kV JUPIA MG1 SP;3;440,00
2026-04-27;SPJUR;;;5969;1;;2212;;JURUMIRIM;USI JURUMIRIM     SP;SP;MG1;MG 230 kV JURUMIRIM MG1 SP;3;230,00
2026-04-27;SPMFO;;;5971;1;;2283;;M. FORNASARO;SUB MILTON  FORNASARO   SP;SP;MG1;MG 345 kV M. FORNASARO MG1 SP;2;345,00
2026-04-27;SPMRE;;;5974;1;;2303;;MIGUEL REALE;SUB MIGUEL REALE     SP;SP;MG1;MG 345 kV MIGUEL REALE MG1 SP;3;345,00
2026-04-27;SPPIR;;;5978;1;;2369;;PIRATININGA;SUB PIRATININGA   SP;SP;MG1;MG 230 kV PIRATININGA MG1 SP;3;230,00
2026-04-27;SPPRI;;;5979;1;;2394;;PIRITUBA;SUB PIRITUBA    SP;SP;MG1;MG 230 kV PIRITUBA MG1 SP;3;230,00
2026-04-27;SPRRF;;;5981;1;;2436;;RAM REBERT F;SUB RAMON REBERTE FILHO   SP;SP;MG1;MG 345 kV RAM REBERT F MG1 SP;3;345,00
2026-04-27;SPSAA;;;5982;1;;2441;;SANTO ANGELO;SUB SANTO ANGELO     SP;SP;MG1;MG 440 kV SANTO ANGELO MG1 SP;3;440,00
2026-04-27;SPSBO;;;5984;1;;2468;;SANTA BARBARA;SUB SANTA BARBARA  DOESTE    SP;SP;MG1;MG 440 kV SANTA BARBARA MG1 SP;3;440,00
2026-04-27;SPSJC;;;5987;1;;2511;;S.JOSE CAMPOS;SUB SAO JOSE DOS CAMPOS   SP;SP;MG1;MG 230 kV S.JOSE CAMPOS MG1 SP;2;230,00
2026-04-27;SPSUL;;;5988;1;;2539;;SUL;SUB SUL     SP;SP;MG1;MG 345 kV SUL MG1 SP;3;345,00
2026-04-27;SPSUR;;;5989;1;;2540;;SUMARE;SUB SUMARE     SP;SP;MG1;MG 440 kV SUMARE MG1 SP;3;440,00
2026-04-27;SPTAQ;;;5991;1;;2546;;TAQUARUCU;USI TAQUARUCU     SP;SP;MG1;MG 440 kV TAQUARUCU MG1 SP;3;440,00
2026-04-27;GOUSCB;BD5;Barra Dupla a Cinco Chaves;6008;1;6;311;2;CORUMBA;USI CORUMBA    GO;GO;MG1;MG 345 kV CORUMBA MG1 GO;3;345,00
2026-04-27;MGUSFU;;;6009;1;;713;;FURNAS;USI FURNAS     MG;MG;MG1;MG 345 kV FURNAS MG1 MG;3;345,00
2026-04-27;SPUSLB;;;6012;1;;2658;;L.C.BARRETO;USI LUIZ CARLOS BARRETO   SP;SP;MG1;MG 500 kV L.C.BARRETO MG1 SP;3;500,00
2026-04-27;SPSTMO;BD3;Barra Dupla a três Chaves;6014;1;7;2537;2;MOGI CRUZES;SUB MOGI DAS CRUZES    SP;SP;MG1;MG 345 kV MOGI CRUZES MG1 SP;3;345,00
2026-04-27;RJSTSJ;DJM;Disjuntor e Meio;6016;1;2;1338;2;SAO JOSE;SUB SAO JOSE    RJ;RJ;MG1;MG 500 kV SAO JOSE MG1 RJ;3;500,00
2026-04-27;SPSTCH;ANEL;Anel;6018;1;5;2533;2;C. PAULISTA;SUB CACHOEIRA  PAULISTA   SP;SP;MG1;MG 500 kV C. PAULISTA MG1 SP;3;500,00
2026-04-27;SPSTAR;;;6019;1;;2531;;ARARAQUARA FURNAS;SUB ARARAQUARA FURNAS SP;SP;MG1;MG 500 kV ARARAQUARA FURNAS MG1 SP;3;500,00
2026-04-27;DFSTSB;DJM;Disjuntor e Meio;6023;1;2;188;;SAMAMBAIA;SUB SAMAMBAIA     DF;DF;MG1;MG 500 kV SAMAMBAIA MG1 DF;3;500,00
2026-04-27;PRSTIV;;;6024;1;;1146;;IVAIPORA;SUB IVAIPORA (FURNAS) PR;PR;MG1;MG 750 kV IVAIPORA MG1 PR;3;750,00
2026-04-27;GOSTNQ;BD3;Barra Dupla a três Chaves;6029;1;7;289;2;NIQUELANDIA;SUB NIQUELANDIA   GO;GO;MG1;MG 230 kV NIQUELANDIA MG1 GO;3;230,00
2026-04-27;MGOPR2;DJM;Disjuntor e Meio;6030;1;2;600;;OURO PRETO 2;SUB OURO PRETO 2     MG;MG;MG2;MG 345 kV OURO PRETO 2 MG2 MG;3;345,00
2026-04-27;PEAGL;;;6032;1;;916;;ANGELIM;SUB ANGELIM    PE;PE;MG1;MG 230 kV ANGELIM MG1 PE;3;230,00
2026-04-27;CECPE;BPT;Barra Principal e Transferência;6034;1;1;135;1;CAUIPE;SUB CAUIPE     CE;CE;MG1;MG 230 kV CAUIPE MG1 CE;3;230,00
2026-04-27;PIELM;;;6037;1;;992;;ELISEU MARTIN;SUB ELISEU MARTINS   PI;PI;MG1;MG 230 kV ELISEU MARTIN MG1 PI;3;230,00
2026-04-27;BAUITP;BD3;Barra Dupla a três Chaves;6038;1;7;114;;ITAPEBI;SUB ITAPEBI BA;BA;MG1;MG 230 kV ITAPEBI MG1 BA;3;230,00
2026-04-27;PEVZD;;;6039;1;;987;;JOAIRAM;SUB JOAIRAM    PE;PE;MG1;MG 230 kV JOAIRAM MG1 PE;3;230,00
2026-04-27;ALMCO;BPT;Barra Principal e Transferência;6040;1;1;15;2;MACEIO;SUB MACEIO AL;AL;MG1;MG 230 kV MACEIO MG1 AL;3;230,00
2026-04-27;CEQXA;DJM;Disjuntor e Meio;6042;1;2;157;1;QUIXADA;SUB QUIXADA    CE;CE;MG1;MG 500 kV QUIXADA MG1 CE;3;500,00
2026-04-27;RSTPR2;BD3;Barra Dupla a três Chaves;6046;1;7;1602;;TAPERA 2;SUB TAPERA 2    RS;RS;MG1;MG 230 kV TAPERA 2 MG1 RS;3;230,00
2026-04-27;PRUMB;BD3;Barra Dupla a três Chaves;6047;1;7;1162;2;UMBARA;SUB UMBARA     PR;PR;MG1;MG 230 kV UMBARA MG1 PR;3;230,00
2026-04-27;PRCMO;;;6052;1;;1038;;C.MOURAO;SUB CAMPO MOURAO     PR;PR;MG1;MG 230 kV C.MOURAO MG1 PR;3;230,00
2026-04-27;RSPFU ;;;6057;1;;1563;;PASSO FUNDO;SUB PASSO  FUNDO     RS;RS;MG1;MG 230 kV PASSO FUNDO MG1 RS;3;230,00
2026-04-27;PRSOS;BD3;Barra Dupla a três Chaves;6061;1;7;1139;2;S. OSORIO;SUB SALTO  OSORIO    PR;PR;MG1;MG 230 kV S. OSORIO MG1 PR;3;230,00
2026-04-27;RSCHA;BD5;Barra Dupla a Cinco Chaves;6064;1;6;1468;2;CHARQUEADAS;SUB CHARQUEADAS   RS;RS;MG1;MG 230 kV CHARQUEADAS MG1 RS;3;230,00
2026-04-27;SCCNO;;;6066;1;;1672;;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;MG1;MG 500 kV C.NOVOS MG1 SC;3;500,00
2026-04-27;SCYTA;DJM;Disjuntor e Meio;6067;1;2;1786;2;ITA;SUB ITA     SC;SC;MG1;MG 500 kV ITA MG1 SC;3;500,00
2026-04-27;PRIVP;DJM;Disjuntor e Meio;6069;1;2;1078;2;IVAIPORA;SUB IVAIPORA  (ELETROSUL) PR;PR;MG1;MG 500 kV IVAIPORA MG1 PR;3;500,00
2026-04-27;RSPOL;DJM;Disjuntor e Meio;6071;1;2;1568;2;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;MG1;MG 525 kV NOVA STA RITA MG1 RS;3;525,00
2026-04-27;SCITJ;BPT;Barra Principal e Transferência;6072;1;1;1700;;ITAJAI;SUB ITAJAI     SC;SC;MG1;MG 230 kV ITAJAI MG1 SC;3;230,00
2026-04-27;SCJLA;;;6074;1;;1701;;J.LACERDA-A;SUB JORGE LACERDA-A    SC;SC;MG1;MG 230 kV J.LACERDA-A MG1 SC;3;230,00
2026-04-27;SCJLB;BD5;Barra Dupla a Cinco Chaves;6076;1;6;1702;2;J.LACERDA-B;SUB JORGE LACERDA-B    SC;SC;MG1;MG 230 kV J.LACERDA-B MG1 SC;3;230,00
2026-04-27;SCMCH;;;6077;1;;1715;;MACHADINHO;SUB MACHADINHO    SC;SC;MG1;MG 500 kV MACHADINHO MG1 SC;3;500,00
2026-04-27;PRSSA;DJM;Disjuntor e Meio;6078;1;2;1142;2;S.SANTIAGO;SUB SALTO SANTIAGO   PR;PR;MG1;MG 500 kV S.SANTIAGO MG1 PR;3;500,00
2026-04-27;TOCO;;;6079;1;;2731;;COLINAS;SUB COLINAS    TO;TO;MG4;MG 500 kV COLINAS MG4 TO;3;500,00
2026-04-27;GOUSSM;DJM;Disjuntor e Meio;6083;1;2;314;2;UHE S.DA MESA;USI SERRA DA MESA    GO;GO;MG2;MG 500 kV UHE S.DA MESA MG2 GO;4;500,00
2026-04-27;MGIRAE;;;6084;1;;459;;IRAPE;SUB IRAPE;MG;MG1;MG 345 kV IRAPE MG1 MG;3;345,00
2026-04-27;BASPU;DJM;Disjuntor e Meio;6085;1;2;100;1;SAPEACU;SUB SAPEACU    BA;BA;MG1;MG 500 kV SAPEACU MG1 BA;3;500,00
2026-04-27;SPASS;DJM;Disjuntor e Meio;6086;1;2;1869;;ASSIS;SUB ASSIS    SP;SP;MG3;MG 500 kV ASSIS MG3 SP;2;500,00
2026-04-27;MTCB;DJM;Disjuntor e Meio;6088;1;2;800;1;CUIABA;SUB CUIABA     MT;MT;MG1;MG 500 kV CUIABA MG1 MT;2;500,00
2026-04-27;PIRGO;DJM;Disjuntor e Meio;6095;1;2;998;;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;MG2;MG 500 kV RIB.GONCALVES MG2 PI;3;500,00
2026-04-27;SCBLU;;;6099;1;;1659;;BLUMENAU;SUB BLUMENAU    SC;SC;MG2;MG 500 kV BLUMENAU MG2 SC;3;500,00
2026-04-27;SPANH;BD3;Barra Dupla a três Chaves;6102;1;7;1846;;ANHANGUERA SP;SUB ANHANGUERA    SP;SP;MG1;MG 345 kV ANHANGUERA SP MG1 SP;2;345,00
2026-04-27;SPARA;;;6103;1;;1851;;ARARAQUARA;SUB ARARAQUARA    SP;SP;MG1;MG 440 kV ARARAQUARA MG1 SP;3;440,00
2026-04-27;SPPJU;;;6105;1;;2375;;PIRAJU;USI PIRAJU     SP;SP;MG1;MG 230 kV PIRAJU MG1 SP;3;230,00
2026-04-27;SPCBA2;;;6107;1;;1951;;CIA.B.ALUM.2;SUB CIA.BRASILEIRA ALUMINIO 2   SP;SP;MG1;MG 440 kV CIA.B.ALUM.2 MG1 SP;3;440,00
2026-04-27;PRSMC;BD4;Barra Dupla a Quatro Chaves;6108;1;4;1136;;SANTA MONICA;SUB SANTA MONICA     PR;PR;MG1;MG 230 kV SANTA MONICA MG1 PR;3;230,00
2026-04-27;PRPFL;BD4;Barra Dupla a Quatro Chaves;6109;1;4;1103;1;POSTO FISCAL;SUB POSTO FISCAL     PR;PR;MG1;MG 230 kV POSTO FISCAL MG1 PR;2;230,00
2026-04-27;PRARE;;;6112;1;;1016;;AREIA;SUB AREIA    PR;PR;MG1;MG 230 kV AREIA MG1 PR;3;230,00
2026-04-27;RSOSO2;;;6118;1;;1545;;OSORIO 2;SUB OSORIO 2    RS;RS;MG2;MG 230 kV OSORIO 2 MG2 RS;3;230,00
2026-04-27;RSGRA3;BD4;Barra Dupla a Quatro Chaves;6119;1;4;1514;;GRAVATAI 3;SUB GRAVATAI 3 RS;RS;MG1;MG 230 kV GRAVATAI 3 MG1 RS;2;230,00
2026-04-27;RSATL2;BD4;Barra Dupla a Quatro Chaves;6120;1;4;1448;;ATLANTIDA 2;SUB ATLANTIDA 2   RS;RS;MG1;MG 230 kV ATLANTIDA 2 MG1 RS;3;230,00
2026-04-27;RSLGR;;;6121;1;;1527;;L.GRANDE;SUB LAJEADO GRANDE   RS;RS;MG1;MG 230 kV L.GRANDE MG1 RS;3;230,00
2026-04-27;RSMCL;;;6122;1;;1535;;MONTE CLARO;SUB MONTE CLARO   RS;RS;MG1;MG 230 kV MONTE CLARO MG1 RS;3;230,00
2026-04-27;SPSUR;;;6123;1;;2540;;SUMARE;SUB SUMARE     SP;SP;MG2;MG 440 kV SUMARE MG2 SP;3;440,00
2026-04-27;MAIZ;;;6126;1;;325;;IMPERATRIZ;SUB IMPERATRIZ    MA;MA;MG2;MG 500 kV IMPERATRIZ MG2 MA;2;500,00
2026-04-27;SPSTIN;;;6129;1;;2536;;IBIUNA;SUB IBIUNA     SP;SP;MG1;MG 500 kV IBIUNA MG1 SP;3;500,00
2026-04-27;TOCO;;;6133;1;;2731;;COLINAS;SUB COLINAS    TO;TO;MG2;MG 500 kV COLINAS MG2 TO;3;500,00
2026-04-27;SPASS;;;6137;1;;1869;;ASSIS;SUB ASSIS    SP;SP;MG2;MG 440 kV ASSIS MG2 SP;3;440,00
2026-04-27;MTCB;;;6139;1;;800;;CUIABA;SUB CUIABA     MT;MT;MG2;MG 230 kV CUIABA MG2 MT;3;230,00
2026-04-27;RSCNA2;BD4;Barra Dupla a Quatro Chaves;6142;1;4;1474;1;CANOAS 2;SUB CANOAS 2 CEEE    RS;RS;MG1;MG 230 kV CANOAS 2 MG1 RS;3;230,00
2026-04-27;RSUDFR;;;6143;1;;1612;;U.D.FRANCISCA;USI DONA FRANCISCA   RS;RS;MG1;MG 230 kV U.D.FRANCISCA MG1 RS;3;230,00
2026-04-27;GOSTPP;BD3;Barra Dupla a três Chaves;6148;1;7;290;;PIRINEUS;SUB PIRINEUS    GO;GO;MG1;MG 345 kV PIRINEUS MG1 GO;3;345,00
2026-04-27;PEAGD;DJM;Disjuntor e Meio;6149;1;2;915;2;ANGELIM II;SUB ANGELIM II    PE;PE;MG2;MG 500 kV ANGELIM II MG2 PE;3;500,00
2026-04-27;PACJ;BD3;Barra Dupla a três Chaves;6151;1;7;866;;CARAJAS;SUB CARAJAS-ELETRONORTE   PA;PA;MG1;MG 230 kV CARAJAS MG1 PA;3;230,00
2026-04-27;GOUSSM;DJM;Disjuntor e Meio;6153;1;2;314;2;UHE S.DA MESA;USI SERRA DA MESA    GO;GO;MG1;MG 500 kV UHE S.DA MESA MG1 GO;4;500,00
2026-04-27;PRLON;;;6154;1;;1087;;LONDRINA ESU;SUB LONDRINA    PR;PR;MG2;MG 500 kV LONDRINA ESU MG2 PR;3;500,00
2026-04-27;BAJGR;BD3;Barra Dupla a três Chaves;6155;1;7;73;1;JAGUARARI-SE;SUB JAGUARARI-SE     BA;BA;MG1;MG 230 kV JAGUARARI-SE MG1 BA;3;230,00
2026-04-27;RJSTMH;DJM;Disjuntor e Meio;6159;1;2;1334;1;MACAE MERCHAN;SUB MACAE MERCHANT   RJ;RJ;MG2;MG 345 kV MACAE MERCHAN MG2 RJ;3;345,00
