DatGeracaoConjuntoDados;DscTipEqp;NumFasMdlEqp;IdeOnsSbe;IdeMdl;IdeTipMdl;IdeSbe;MdaCpeRaiNegMdlEqp;MdaCpeRaivPosMdlEqp;DscIdcExsMdlCnr;DscFinMdlEqp;MdaPotAtvMdlEqp;MdaTnsScdMdlEqp;MdaTnsTiaMdlEqp;NomSubestacao;NomLongoSubestacao;SigUFSubestacao;NumOprMdl;NomMdl;IdcSitMdl;NumTnsMdl
2026-04-27;Reator de Linha;Monofásico;MGPPAR;29601;3;3276;270.00;;N;Principal;;;;PADRE PARAISO 2;SUB PADRE PARAISO 2;MG;RT6;RTL 500 kV 270 Mvar PADRE PARAISO 2 RT6 MG;3;500,00
2026-04-27;Reator de Linha;Monofásico;BAPOT;29603;3;3277;270.00;;N;Principal;;;;POCOES III;SUB POCOES III BA;BA;RT6;RTL 500 kV 270 Mvar POCOES III RT6 BA;3;500,00
2026-04-27;Reator de Linha;Monofásico;PIQMN;30883;3;3282;270.00;;;Principal;;;;QUEIMADA NOVA II;QUEIMADA NOVA II;PI;RT3;RTL 500 kV 270 Mvar QUEIMADA NOVA II RT3 PI;3;500,00
2026-04-27;Reator de Linha;Monofásico;BABRT;30885;3;3284;270.00;;;Principal;;;;BURITIRAMA;BURITIRAMA;BA;RT6;RTL 500 kV 270 Mvar BURITIRAMA RT6 BA;3;500,00
2026-04-27;Transformador de Potência;Trifásico;;30939;3;3120;;;N;Principal;62.50;13.80;;PRES FIGUEIREDO;SUB PRESIDENTE FIGUEIREDO AM;AM;TR2;TR 230/13,8 kV PRES FIGUEIREDO TR2 AM;3;230,00
2026-04-27;Compensador Estático;Trifásico;SCBIG;30980;3;1658;100.00;300.00;S;Principal;;;;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;CE1;CE 300/-100 Mvar BIGUACU CE1 SC;3;525,00
2026-04-27;Reator de Linha;Trifásico;PAXG;30985;3;2929;15.00;;N;Principal;;;;XINGUARA 2;SUB XINGUARA 2 PA;PA;RT1;RTL 230 kV 15 Mvar XINGUARA 2 RT1 PA;3;230,00
2026-04-27;Reator de Linha;Trifásico;PAXG;30987;3;2929;15.00;;N;Principal;;;;XINGUARA 2;SUB XINGUARA 2 PA;PA;RT2;RTL 230 kV 15 Mvar XINGUARA 2 RT2 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;;30992;3;3302;;;S;Principal;150.00;138.00;13.80;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;TR1;TR 230/138 kV SANTANA DO ARAGUAIA TR1 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;;30995;3;3302;;;S;Principal;150.00;138.00;13.80;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;TR2;TR 230/138 kV SANTANA DO ARAGUAIA TR2 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;;30998;3;3302;;;S;Principal;150.00;138.00;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;TRD1;TR 138/138 kV SANTANA DO ARAGUAIA TRD1 PA;3;138,00
2026-04-27;Transformador de Potência;Trifásico;;30999;3;3302;;;S;Principal;150.00;138.00;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;TRD2;TR 138/138 kV SANTANA DO ARAGUAIA TRD2 PA;3;138,00
2026-04-27;Transformador de Potência;Trifásico;;31000;3;3302;;;S;Reserva;150.00;138.00;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;TRRD1;TR 138/138 kV SANTANA DO ARAGUAIA TRRD1 PA;3;138,00
2026-04-27;Reator de Linha;Trifásico;;31001;3;3302;15.00;;N;Principal;;;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;RT1;RTL 230 kV 15 Mvar SANTANA DO ARAGUAIA RT1 PA;3;230,00
2026-04-27;Reator de Linha;Trifásico;;31003;3;3302;15.00;;N;Principal;;;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;RT2;RTL 230 kV 15 Mvar SANTANA DO ARAGUAIA RT2 PA;3;230,00
2026-04-27;Reator de Linha;Trifásico;;31005;3;3302;5.00;;N;Principal;;;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;RT1;RTL 138 kV 5 Mvar SANTANA DO ARAGUAIA RT1 PA;3;138,00
2026-04-27;Reator de Linha;Trifásico;;31007;3;3302;5.00;;N;Principal;;;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;RT2;RTL 138 kV 5 Mvar SANTANA DO ARAGUAIA RT2 PA;3;138,00
2026-04-27;Reator de Barra;Trifásico;;31009;3;3302;10.00;;N;Principal;;;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;RT3;RTB 230 kV 10 Mvar SANTANA DO ARAGUAIA RT3 PA;3;230,00
2026-04-27;Reator de Barra;Trifásico;;31011;3;3302;10.00;;N;Principal;;;;SANTANA DO ARAGUAIA;SUBESTAÇÃO SANTANA DO ARAGUAIA;PA;RT4;RTB 230 kV 10 Mvar SANTANA DO ARAGUAIA RT4 PA;3;230,00
2026-04-27;Transformador de Potência;Monofásico;PRLOS;31029;3;3303;;;N;Principal;150.00;138.00;13.80;LONDRINA SUL;SUB LONDRINA SUL PR;PR;TR1;TR 230/138 kV LONDRINA SUL TR1 PR;3;230,00
2026-04-27;Banco de Capacitores;Trifásico;PRLOS;31032;3;3303;;30.00;N;Principal;;;;LONDRINA SUL;SUB LONDRINA SUL PR;PR;BC1;BC 138 kV 30 Mvar LONDRINA SUL BC1 PR;3;138,00
2026-04-27;Transformador de Potência;Monofásico;MALQ;31056;3;3236;;;S;Principal;600.00;230.00;13.80;SAO LUIS IV;SUB SAO LUIS IV MA;MA;TR1;TR 500/230 kV SAO LUIS IV TR1 MA;3;500,00
2026-04-27;Transformador de Potência;Monofásico;MALQ;31059;3;3236;;;S;Principal;600.00;230.00;13.80;SAO LUIS IV;SUB SAO LUIS IV MA;MA;TR2;TR 500/230 kV SAO LUIS IV TR2 MA;3;500,00
2026-04-27;Transformador de Potência;Trifásico;MALQ;31062;3;3236;;;S;Principal;200.00;69.00;13.80;SAO LUIS IV;SUB SAO LUIS IV MA;MA;TR1;TR 230/69 kV SAO LUIS IV TR1 MA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MALQ;31065;3;3236;;;S;Principal;200.00;69.00;13.80;SAO LUIS IV;SUB SAO LUIS IV MA;MA;TR2;TR 230/69 kV SAO LUIS IV TR2 MA;3;230,00
2026-04-27;Transformador de Potência;Monofásico;MALQ;31068;3;3236;;;S;Reserva;66.66;230.00;13.80;SAO LUIS IV;SUB SAO LUIS IV MA;MA;TRR1;TR 500/230 kV SAO LUIS IV TRR1 MA;3;500,00
2026-04-27;Reator de Linha;Monofásico;SEJDM;31082;3;1797;100.00;;;Principal;;;;JARDIM;SUB JARDIM SE;SE;RT2;RTL 500 kV 100 Mvar JARDIM RT2 SE;3;500,00
2026-04-27;Transformador de Potência;Trifásico;PEARD;31093;3;3298;;;S;Principal;100.00;69.00;13.80;ARCOVERDE II;SUB ARCOVERDE II PE;PE;TR1;TR 230/69 kV ARCOVERDE II TR1 PE;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PEARD;31096;3;3298;;;S;Principal;100.00;69.00;13.80;ARCOVERDE II;SUB ARCOVERDE II PE;PE;TR2;TR 230/69 kV ARCOVERDE II TR2 PE;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;PEARD;31103;3;3298;;;N;Principal;7.50;69.00;;ARCOVERDE II;SUB ARCOVERDE II PE;PE;TT1;TT 69/69 kV ARCOVERDE II TT1 PE;3;69,00
2026-04-27;Transformador de Potência;Trifásico;PEGRD;31107;3;3112;;;S;Principal;100.00;69.00;13.80;GARANHUNS II;SUB GARANHUNS  PE;PE;TR1;TR 230/69 kV GARANHUNS II TR1 PE;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PEGRD;31110;3;3112;;;S;Principal;100.00;69.00;13.80;GARANHUNS II;SUB GARANHUNS  PE;PE;TR2;TR 230/69 kV GARANHUNS II TR2 PE;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;PEGRD;31113;3;3112;;;N;Principal;7.50;69.00;;GARANHUNS II;SUB GARANHUNS  PE;PE;TT1;TT 69/69 kV GARANHUNS II TT1 PE;3;69,00
2026-04-27;Transformador de Potência;Monofásico;SPALP;31127;3;3297;;;;Principal;400.00;138.00;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;TR1;TR 440/138 kV ALTA PAULISTA TR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPALP;31130;3;3297;;;;Principal;400.00;138.00;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;TR2;TR 440/138 kV ALTA PAULISTA TR2 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPALP;31133;3;3297;;;;Reserva;133.33;138.00;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;TRR1;TR 440/138 kV ALTA PAULISTA TRR1 SP;3;440,00
2026-04-27;Reator de Barra;Monofásico;SPALP;31134;3;3297;90.00;;;Principal;;;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;RT1;RTB 440 kV 90 Mvar ALTA PAULISTA RT1 SP;3;440,00
2026-04-27;Reator de Barra;Monofásico;SPALP;31136;3;3297;30.00;;;Reserva;;;;ALTA PAULISTA;SUB ALTA PAULISTA;SP;RTR1;RTB 440 kV 30 Mvar ALTA PAULISTA RTR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPBAG;31143;3;3296;;;;Principal;300.00;138.00;;BAGUACU;SUB BAGUAÇU SP;SP;TR1;TR 440/138 kV BAGUACU TR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPBAG;31146;3;3296;;;;Principal;300.00;138.00;;BAGUACU;SUB BAGUAÇU SP;SP;TR2;TR 440/138 kV BAGUACU TR2 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPBAG;31149;3;3296;;;;Reserva;100.00;138.00;;BAGUACU;SUB BAGUAÇU SP;SP;TRR1;TR 440/138 kV BAGUACU TRR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;RJSTRS;31170;3;1336;;;N;Principal;300.00;138.00;;RESENDE;SUB RESENDE    RJ;RJ;TR1;TR 500/138 kV RESENDE TR1 RJ;3;500,00
2026-04-27;Reator de Linha;Trifásico;ALPEN;31180;3;19;10.00;;S;Principal;;;;PENEDO;SUB PENEDO AL;AL;RT2;RTL 230 kV 10 Mvar PENEDO RT2 AL;3;230,00
2026-04-27;Transformador de Potência;Monofásico;RJSTRS;31182;3;1336;;;N;Reserva;100.00;138.00;;RESENDE;SUB RESENDE    RJ;RJ;TRR1;TR 500/138 kV RESENDE TRR1 RJ;3;500,00
2026-04-27;Reator de Linha;Trifásico;PATM;31186;3;886;10.00;;;Principal;;;;TRANSAMAZONIC;SUB TRANSAMAZONICA   PA;PA;RT2;RTL 230 kV 10 Mvar TRANSAMAZONIC RT2 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;;31191;3;3299;;;;Principal;150.00;138.00;13.80;TAPAJOS;SUB TAPAJOS PA;PA;TR1;TR 230/138 kV TAPAJOS TR1 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;;31194;3;3299;;;;Principal;150.00;138.00;13.80;TAPAJOS;SUB TAPAJOS PA;PA;TR2;TR 230/138 kV TAPAJOS TR2 PA;3;230,00
2026-04-27;Reator de Linha;Trifásico;;31197;3;3299;10.00;;;Principal;;;;TAPAJOS;SUB TAPAJOS PA;PA;RT1;RTL 230 kV 10 Mvar TAPAJOS RT1 PA;3;230,00
2026-04-27;Compensador Síncrono;Trifásico;;31199;3;3299;75.00;150.00;;Principal;;;;TAPAJOS;SUB TAPAJOS PA;PA;CS1;CS 150/-75 Mvar TAPAJOS CS1 PA;3;230,00
2026-04-27;Compensador Síncrono;Trifásico;PARU;31202;3;881;55.00;110.00;S;Principal;;;;RUROPOLIS;SUB RUROPOLIS     PA;PA;CS1;CS 110/-55 Mvar RUROPOLIS CS1 PA;3;230,00
2026-04-27;Reator de Linha;Trifásico;PATM;31210;3;886;30.00;;;Principal;;;;TRANSAMAZONIC;SUB TRANSAMAZONICA   PA;PA;RT3;RTL 230 kV 30 Mvar TRANSAMAZONIC RT3 PA;3;230,00
2026-04-27;Transformador de Potência;Monofásico;PRGUA;31218;3;1068;;;N;Principal;672.00;230.00;;GUAIRA;SUB GUAIRA     PR;PR;TR1;TR 525/230 kV GUAIRA TR1 PR;3;525,00
2026-04-27;Transformador de Potência;Monofásico;PRGUA;31221;3;1068;;;N;Principal;672.00;230.00;;GUAIRA;SUB GUAIRA     PR;PR;TR2;TR 525/230 kV GUAIRA TR2 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRGUA;31224;3;1068;100.00;;N;Principal;;;;GUAIRA;SUB GUAIRA     PR;PR;RT1;RTL 525 kV 100 Mvar GUAIRA RT1 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRGUA;31226;3;1068;100.00;;N;Principal;;;;GUAIRA;SUB GUAIRA     PR;PR;RT2;RTL 525 kV 100 Mvar GUAIRA RT2 PR;3;525,00
2026-04-27;Transformador de Potência;Monofásico;PRGUA;31228;3;1068;;;N;Reserva;224.00;230.00;;GUAIRA;SUB GUAIRA     PR;PR;TRR1;TR 525/230 kV GUAIRA TRR1 PR;3;525,00
2026-04-27;Reator de Barra;Monofásico;PRGUA;31229;3;1068;150.00;;N;Principal;;;;GUAIRA;SUB GUAIRA     PR;PR;RT3;RTB 525 kV 150 Mvar GUAIRA RT3 PR;3;525,00
2026-04-27;Reator de Barra;Monofásico;PRGUA;31237;3;1068;50.00;;N;Reserva;;;;GUAIRA;SUB GUAIRA     PR;PR;RTR1;RTB 525 kV 50 Mvar GUAIRA RTR1 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRGUA;31238;3;1068;33.33;;N;Reserva;;;;GUAIRA;SUB GUAIRA     PR;PR;RTR2;RTL 525 kV 33,33 Mvar GUAIRA RTR2 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRGUA;31239;3;1068;150.00;;N;Principal;;;;GUAIRA;SUB GUAIRA     PR;PR;RT4;RTL 525 kV 150 Mvar GUAIRA RT4 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRGUA;31241;3;1068;150.00;;N;Principal;;;;GUAIRA;SUB GUAIRA     PR;PR;RT5;RTL 525 kV 150 Mvar GUAIRA RT5 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRGUA;31243;3;1068;50.00;;N;Reserva;;;;GUAIRA;SUB GUAIRA     PR;PR;RTR3;RTL 525 kV 50 Mvar GUAIRA RTR3 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRSDI;31244;3;1130;100.00;;N;Principal;;;;SARANDI;SUB SARANDI    PR;PR;RT1;RTL 525 kV 100 Mvar SARANDI RT1 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;PRSDI;31246;3;1130;100.00;;N;Principal;;;;SARANDI;SUB SARANDI    PR;PR;RT2;RTL 525 kV 100 Mvar SARANDI RT2 PR;3;525,00
2026-04-27;Transformador de Potência;Monofásico;PRSDI;31270;3;1130;;;N;Principal;672.00;230.00;13.80;SARANDI;SUB SARANDI    PR;PR;TR1;TR 525/230 kV SARANDI TR1 PR;3;525,00
2026-04-27;Transformador de Potência;Monofásico;PRSDI;31273;3;1130;;;N;Principal;672.00;230.00;13.80;SARANDI;SUB SARANDI    PR;PR;TR2;TR 525/230 kV SARANDI TR2 PR;3;525,00
2026-04-27;Reator de Barra;Monofásico;PRSDI;31276;3;1130;150.00;;N;Principal;;;;SARANDI;SUB SARANDI    PR;PR;RT3;RTB 525 kV 150 Mvar SARANDI RT3 PR;3;525,00
2026-04-27;Reator de Barra;Monofásico;PRSDI;31278;3;1130;150.00;;N;Principal;;;;SARANDI;SUB SARANDI    PR;PR;RT4;RTB 525 kV 150 Mvar SARANDI RT4 PR;3;525,00
2026-04-27;Transformador de Potência;Monofásico;;31282;3;3304;;;N;Principal;150.00;138.00;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR;TR1;TR 230/138 kV PARANAVAI NORTE TR1 PR;3;230,00
2026-04-27;Transformador de Potência;Monofásico;;31285;3;3304;;;N;Principal;150.00;138.00;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR;TR2;TR 230/138 kV PARANAVAI NORTE TR2 PR;3;230,00
2026-04-27;Transformador de Potência;Monofásico;;31288;3;3304;;;N;Reserva;16.67;138.00;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR;TRR1;TR 230/138 kV PARANAVAI NORTE TRR1 PR;3;230,00
2026-04-27;Banco de Capacitores;Trifásico;;31289;3;3304;;30.00;N;Principal;;;;PARANAVAI NORTE;SUB PARANAVAI NORTE PR;PR;BC1;BC 138 kV 30 Mvar PARANAVAI NORTE BC1 PR;3;138,00
2026-04-27;Reator de Linha;Monofásico;PIQMN;31316;3;3282;270.00;;N;Principal;;;;QUEIMADA NOVA II;QUEIMADA NOVA II;PI;RT6;RTL 500 kV 270 Mvar QUEIMADA NOVA II RT6 PI;3;500,00
2026-04-27;Reator de Linha;Monofásico;PIQMN;31318;3;3282;90.00;;N;Reserva;;;;QUEIMADA NOVA II;QUEIMADA NOVA II;PI;RTR4;RTL 500 kV 90 Mvar QUEIMADA NOVA II RTR4 PI;3;500,00
2026-04-27;Reator de Linha;Monofásico;CEMLD;31320;3;3149;270.00;;N;Principal;;;;MILAGRES II;SUB MILAGRES II CE;CE;RT6;RTL 500 kV 270 Mvar MILAGRES II RT6 CE;3;500,00
2026-04-27;Reator de Linha;Monofásico;CEMLD;31322;3;3149;90.00;;N;Reserva;;;;MILAGRES II;SUB MILAGRES II CE;CE;RTR5;RTL 500 kV 90 Mvar MILAGRES II RTR5 CE;3;500,00
2026-04-27;Compensador Estático;Trifásico;SPFDI;31337;3;3201;150.00;300.00;S;Principal;;;;FERNAO DIAS;SUB FERNAO DIAS SP;SP;CE1;CE 300/-150 Mvar FERNAO DIAS CE1 SP;3;500,00
2026-04-27;Compensador Síncrono;Trifásico;SPARA2;31344;3;2843;180.00;300.00;S;Principal;;;;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;CS1;CS 300/-180 Mvar ARARAQUARA 2 CS1 SP;3;500,00
2026-04-27;Compensador Síncrono;Trifásico;SPARA2;31346;3;2843;180.00;300.00;S;Principal;;;;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;CS2;CS 300/-180 Mvar ARARAQUARA 2 CS2 SP;3;500,00
2026-04-27;Compensador Síncrono;Trifásico;SPARA2;31348;3;2843;180.00;300.00;S;Principal;;;;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;CS3;CS 300/-180 Mvar ARARAQUARA 2 CS3 SP;3;500,00
2026-04-27;Compensador Estático;Trifásico;CESBT;31352;3;162;150.00;250.00;S;Principal;;;;SOBRAL III;SUB SOBRAL III    CE;CE;CE1;CE 250/-150 Mvar SOBRAL III CE1 CE;3;500,00
2026-04-27;Reator de Linha;Monofásico;PRSDI;31354;3;1130;33.33;;N;Reserva;;;;SARANDI;SUB SARANDI    PR;PR;RTR1;RTL 525 kV 33,33 Mvar SARANDI RTR1 PR;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCATA-5;31379;3;3117;75.00;;;Principal;;;;ABDON BATISTA;SUB ABDON BATISTA SC;SC;RT1;RTL 525 kV 75 Mvar ABDON BATISTA RT1 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCATA-5;31381;3;3117;75.00;;;Principal;;;;ABDON BATISTA;SUB ABDON BATISTA SC;SC;RT2;RTL 525 kV 75 Mvar ABDON BATISTA RT2 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCATA-5;31383;3;3117;25.00;;;Reserva;;;;ABDON BATISTA;SUB ABDON BATISTA SC;SC;RTR1;RTL 525 kV 25 Mvar ABDON BATISTA RTR1 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCBIG;31386;3;1658;75.00;;;Principal;;;;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;RT2;RTL 525 kV 75 Mvar BIGUACU RT2 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCBIG;31388;3;1658;25.00;;;Reserva;;;;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;RTR2;RTL 525 kV 25 Mvar BIGUACU RTR2 SC;3;525,00
2026-04-27;Transformador de Potência;Monofásico;SCSID2;31393;3;3295;;;;Principal;672.00;230.00;13.80;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;TR1;TR 525/230 kV SIDEROPOLIS 2 TR1 SC;3;525,00
2026-04-27;Transformador de Potência;Monofásico;SCSID2;31396;3;3295;;;;Principal;672.00;230.00;13.80;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;TR2;TR 525/230 kV SIDEROPOLIS 2 TR2 SC;3;525,00
2026-04-27;Transformador de Potência;Monofásico;SCSID2;31399;3;3295;;;;Reserva;224.00;230.00;13.80;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;TRR1;TR 525/230 kV SIDEROPOLIS 2 TRR1 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCSID2;31400;3;3295;150.00;;;Principal;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RT1;RTL 525 kV 150 Mvar SIDEROPOLIS 2 RT1 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCSID2;31402;3;3295;150.00;;;Principal;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RT2;RTL 525 kV 150 Mvar SIDEROPOLIS 2 RT2 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCSID2;31404;3;3295;50.00;;;Reserva;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RTR1;RTL 525 kV 50 Mvar SIDEROPOLIS 2 RTR1 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCSID2;31405;3;3295;75.00;;;Principal;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RT3;RTL 525 kV 75 Mvar SIDEROPOLIS 2 RT3 SC;3;525,00
2026-04-27;Reator de Linha;Monofásico;SCSID2;31407;3;3295;25.00;;;Reserva;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RTR2;RTL 525 kV 25 Mvar SIDEROPOLIS 2 RTR2 SC;3;525,00
2026-04-27;Reator de Barra;Monofásico;SCSID2;31409;3;3295;150.00;;;Principal;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RT4;RTB 525 kV 150 Mvar SIDEROPOLIS 2 RT4 SC;3;525,00
2026-04-27;Reator de Barra;Monofásico;SCSID2;31411;3;3295;50.00;;;Reserva;;;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;RTR3;RTB 525 kV 50 Mvar SIDEROPOLIS 2 RTR3 SC;3;525,00
2026-04-27;Transformador de Potência;Trifásico;MACD;31419;3;3200;;;S;Principal;100.00;69.00;;CHAPADINHA II;SUB CHAPADINHA II MA;MA;TR1;TR 230/69 kV CHAPADINHA II TR1 MA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MACD;31422;3;3200;;;S;Principal;100.00;69.00;;CHAPADINHA II;SUB CHAPADINHA II MA;MA;TR2;TR 230/69 kV CHAPADINHA II TR2 MA;3;230,00
2026-04-27;Reator de Barra;Trifásico;MACD;31425;3;3200;15.00;;N;Principal;;;;CHAPADINHA II;SUB CHAPADINHA II MA;MA;RT1;RTB 230 kV 15 Mvar CHAPADINHA II RT1 MA;3;230,00
2026-04-27;Reator de Barra;Trifásico;MACH;31437;3;323;15.00;;N;Principal;;;;COELHO NETO;SUB COELHO NETO   MA;MA;RT4;RTB 230 kV 15 Mvar COELHO NETO RT4 MA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PITSD ;31445;3;1003;;;N;Principal;300.00;69.00;;TERESINA II;SUB TERESINA II   PI;PI;TR1;TR 230/69 kV TERESINA II TR1 PI;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PITSD ;31448;3;1003;;;N;Principal;300.00;69.00;;TERESINA II;SUB TERESINA II   PI;PI;TR2;TR 230/69 kV TERESINA II TR2 PI;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;PITSD ;31451;3;1003;;;N;Principal;10.00;;;TERESINA II;SUB TERESINA II   PI;PI;TT1;TT 69/0 kV TERESINA II TT1 PI;3;69,00
2026-04-27;Transformador de Potência;Trifásico;PIBEA;31458;3;989;;;N;Principal;100.00;69.00;;B. ESPERANCA;SUB BOA ESPERANCA PI;PI;TR1;TR 230/69 kV B. ESPERANCA TR1 PI;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PIBEA;31461;3;989;;;N;Principal;100.00;69.00;;B. ESPERANCA;SUB BOA ESPERANCA PI;PI;TR2;TR 230/69 kV B. ESPERANCA TR2 PI;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;PIBEA;31464;3;989;;;N;Principal;10.00;;;B. ESPERANCA;SUB BOA ESPERANCA PI;PI;TT1;TT 69/0 kV B. ESPERANCA TT1 PI;3;69,00
2026-04-27;Transformador de Potência;Trifásico;MACXD;31475;3;3301;;;;Principal;100.00;69.00;13.80;CAXIAS II;SUB CAXIAS II MA;MA;TR1;TR 230/69 kV CAXIAS II TR1 MA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MACXD;31478;3;3301;;;;Principal;100.00;69.00;13.80;CAXIAS II;SUB CAXIAS II MA;MA;TR2;TR 230/69 kV CAXIAS II TR2 MA;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;MACXD;31481;3;3301;;;;Principal;15.00;;;CAXIAS II;SUB CAXIAS II MA;MA;TT1;TT 69/0 kV CAXIAS II TT1 MA;3;69,00
2026-04-27;Transformador de Potência;Monofásico;PRSDI;31506;3;1130;;;N;Reserva;224.00;230.00;13.80;SARANDI;SUB SARANDI    PR;PR;TRR1;TR 525/230 kV SARANDI TRR1 PR;3;525,00
2026-04-27;Reator de Barra;Monofásico;PRSDI;31507;3;1130;50.00;;N;Reserva;;;;SARANDI;SUB SARANDI    PR;PR;RTR2;RTB 525 kV 50 Mvar SARANDI RTR2 PR;3;525,00
2026-04-27;Transformador de Potência;Trifásico;RSLAJ3;31511;3;3179;;;S;Principal;83.00;69.00;13.80;LAJEADO 3;SUB LAJEADO 3 RS;RS;TR1;TR 230/69 kV LAJEADO 3 TR1 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSLAJ3;31514;3;3179;;;S;Principal;83.00;69.00;13.80;LAJEADO 3;SUB LAJEADO 3 RS;RS;TR2;TR 230/69 kV LAJEADO 3 TR2 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSVIN;31534;3;3180;;;S;Principal;165.00;69.00;13.80;VINHEDOS;SUB VINHEDOS RS;RS;TR1;TR 230/69 kV VINHEDOS TR1 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSVIN;31537;3;3180;;;S;Principal;165.00;69.00;13.80;VINHEDOS;SUB VINHEDOS RS;RS;TR2;TR 230/69 kV VINHEDOS TR2 RS;3;230,00
2026-04-27;Reator de Linha;Monofásico;RJTRIO;31562;3;3235;136.00;;N;Principal;;;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ;RT3;RTL 500 kV 136 Mvar TERMINAL RIO RT3 RJ;3;500,00
