DatGeracaoConjuntoDados;DscTipEqp;NumFasMdlEqp;IdeOnsSbe;IdeMdl;IdeTipMdl;IdeSbe;MdaCpeRaiNegMdlEqp;MdaCpeRaivPosMdlEqp;DscIdcExsMdlCnr;DscFinMdlEqp;MdaPotAtvMdlEqp;MdaTnsScdMdlEqp;MdaTnsTiaMdlEqp;NomSubestacao;NomLongoSubestacao;SigUFSubestacao;NumOprMdl;NomMdl;IdcSitMdl;NumTnsMdl
2026-04-27;Banco de Capacitores;Trifásico;RJSTVP;267;3;1339;;50.00;S;Principal;;;;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;BC1;BC 138 kV 50 Mvar VENDA PEDRAS BC1 RJ;3;138,00
2026-04-27;Banco de Capacitores;Trifásico;RJSTVP;268;3;1339;;50.00;S;Principal;;;;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;BC2;BC 138 kV 50 Mvar VENDA PEDRAS BC2 RJ;3;138,00
2026-04-27;Banco de Capacitores;Trifásico;SPCTR;384;3;2048;;21.00;S;Principal;;;;CENTRO-CTR;SUB CENTRO-CTR    SP;SP;BC1;BC 88 kV 21 Mvar CENTRO-CTR BC1 SP;3;88,00
2026-04-27;Banco de Capacitores;Trifásico;SPPIR2;414;3;2370;;28.80;N;Principal;;;;PIRATININGA 2;SUB PIRATININGA II   SP;SP;BC1;BC 138 kV 28,8 Mvar PIRATININGA 2 BC1 SP;3;138,00
2026-04-27;Banco de Capacitores;Trifásico;SPPIR2;415;3;2370;;28.80;N;Principal;;;;PIRATININGA 2;SUB PIRATININGA II   SP;SP;BC2;BC 138 kV 28,8 Mvar PIRATININGA 2 BC2 SP;3;138,00
2026-04-27;Transformador de Potência;Trifásico;ALPEN;6920;3;19;;;S;Principal;100.00;69.00;;PENEDO;SUB PENEDO AL;AL;TR3;TR 230/69 kV PENEDO TR3 AL;3;230,00
2026-04-27;Transformador de Potência;Trifásico;BAICA;7121;3;70;;;S;Principal;55.00;138.00;;IBICOARA;SUB IBICOARA    BA;BA;TR1;TR 230/138 kV IBICOARA TR1 BA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;BAICA;7124;3;70;;;S;Principal;55.00;138.00;;IBICOARA;SUB IBICOARA    BA;BA;TR2;TR 230/138 kV IBICOARA TR2 BA;3;230,00
2026-04-27;Transformador de Potência;Monofásico;BAICA;7127;3;70;;;S;Principal;300.00;230.00;13.80;IBICOARA;SUB IBICOARA    BA;BA;TR1;TR 500/230 kV IBICOARA TR1 BA;3;500,00
2026-04-27;Transformador de Potência;Trifásico;MALT;8030;3;328;;;;Principal;150.00;69.00;;SAO LUIS III;SUB SAO LUIS III     MA;MA;TR1;TR 230/69 kV SAO LUIS III TR1 MA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MGITSE;8300;3;466;;;;Principal;225.00;138.00;13.80;ITUTINGA-SE;SUB ITUTINGA-SE   MG;MG;TR1;TR 345/138 kV ITUTINGA-SE TR1 MG;1;345,00
2026-04-27;Transformador de Potência;Monofásico;MGPAT4;8459;3;605;;;;Principal;300.00;138.00;13.80;PARACATU 4;SUB PARACATU 4    MG;MG;TR1;TR 500/138 kV PARACATU 4 TR1 MG;3;500,00
2026-04-27;Transformador de Potência;Monofásico;MGPAT4;8462;3;605;;;;Principal;300.00;138.00;13.80;PARACATU 4;SUB PARACATU 4    MG;MG;TR2;TR 500/138 kV PARACATU 4 TR2 MG;3;500,00
2026-04-27;Transformador de Potência;Monofásico;MGPIRD;8477;3;617;;;N;Principal;300.00;138.00;13.80;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;TR2;TR 345/138 kV PIRAPORA 2 TR2 MG;3;345,00
2026-04-27;Transformador de Potência;Monofásico;MGPIRD;8480;3;617;;;N;Principal;300.00;138.00;13.80;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;TR3;TR 345/138 kV PIRAPORA 2 TR3 MG;3;345,00
2026-04-27;Transformador de Potência;Monofásico;MGPIRD;8483;3;617;;;N;Principal;1050.00;345.00;13.80;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;TR1;TR 500/345 kV PIRAPORA 2 TR1 MG;3;500,00
2026-04-27;Transformador de Potência;Monofásico;MGSTES;8582;3;676;;;N;Principal;900.00;345.00;13.80;ESTREITO;SUB ESTREITO    MG;MG;TR1;TR 500/345 kV ESTREITO TR1 MG;3;500,00
2026-04-27;Transformador de Potência;Monofásico;MGSTES;8585;3;676;;;N;Principal;900.00;345.00;13.80;ESTREITO;SUB ESTREITO    MG;MG;TR2;TR 500/345 kV ESTREITO TR2 MG;3;500,00
2026-04-27;Transformador de Potência;Monofásico;MTJBA;8957;3;815;;;;Principal;150.00;138.00;13.80;JUBA;SUB JUBA     MT;MT;TR1;TR 230/138 kV JUBA TR1 MT;3;230,00
2026-04-27;Transformador de Potência;Monofásico;MTJBA;8960;3;815;;;;Principal;150.00;138.00;13.80;JUBA;SUB JUBA     MT;MT;TR2;TR 230/138 kV JUBA TR2 MT;3;230,00
2026-04-27;Transformador de Potência;Monofásico;MTMGG;8975;3;823;;;;Principal;100.00;138.00;13.80;BRASNORTE;SUB BRASNORTE     MT;MT;TR1;TR 230/138 kV BRASNORTE TR1 MT;3;230,00
2026-04-27;Transformador de Potência;Monofásico;PAIT;9101;3;872;;;N;Principal;450.00;230.00;13.80;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;TR1;TR 500/230 kV ITACAIUNAS TR1 PA;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PAIT;9104;3;872;;;N;Principal;450.00;230.00;13.80;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;TR2;TR 500/230 kV ITACAIUNAS TR2 PA;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PRBTA;9725;3;1024;;;N;Principal;600.00;230.00;13.80;BATEIAS;SUB BATEIAS    PR;PR;TRC;TR 500/230 kV BATEIAS TRC PR;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PRCBA;9734;3;1027;;;N;Principal;672.00;230.00;13.80;CURITIBA;SUB CURITIBA    PR;PR;TR3;TR 500/230 kV CURITIBA TR3 PR;3;500,00
2026-04-27;Transformador de Potência;Trifásico;PRFON;9824;3;1057;;;N;Principal;150.00;138.00;13.80;F.IGUACUNORTE;SUB FOZ IGUACU NORTE    PR;PR;TR1;TR 230/138 kV F.IGUACUNORTE TR1 PR;3;230,00
2026-04-27;Transformador de Potência;Monofásico;PRLON;9956;3;1087;;;N;Principal;672.00;230.00;13.80;LONDRINA ESU;SUB LONDRINA    PR;PR;TR1;TR 500/230 kV LONDRINA ESU TR1 PR;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RJSTVP;10409;3;1339;;;S;Principal;400.00;138.00;13.80;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;TR1;TR 345/138 kV VENDA PEDRAS TR1 RJ;3;345,00
2026-04-27;Transformador de Potência;Monofásico;RJSTVP;10412;3;1339;;;S;Principal;400.00;138.00;13.80;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;TR2;TR 345/138 kV VENDA PEDRAS TR2 RJ;3;345,00
2026-04-27;Transformador de Potência;Trifásico;RSSCH;11114;3;1583;;;N;Principal;150.00;138.00;;SCHARLAU;SUB SCHARLAU 2 RS;RS;TR7;TR 230/138 kV SCHARLAU TR7 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSSCH;11117;3;1583;;;N;Principal;150.00;138.00;;SCHARLAU;SUB SCHARLAU 2 RS;RS;TR8;TR 230/138 kV SCHARLAU TR8 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSSCH;11120;3;1583;;;N;Principal;150.00;138.00;;SCHARLAU;SUB SCHARLAU 2 RS;RS;TR9;TR 230/138 kV SCHARLAU TR9 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;SCBIG;11396;3;1658;;;N;Principal;225.00;138.00;13.80;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;TR2;TR 230/138 kV BIGUACU TR2 SC;1;230,00
2026-04-27;Transformador de Potência;Trifásico;SCBIG;11399;3;1658;;;N;Principal;225.00;138.00;13.80;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;TR3;TR 230/138 kV BIGUACU TR3 SC;1;230,00
2026-04-27;Transformador de Potência;Trifásico;SCFHA;11453;3;1688;;;N;Principal;150.00;69.00;13.80;FORQUILHINHA;SUB FORQUILHINHA     SC;SC;TR1;TR 230/69 kV FORQUILHINHA TR1 SC;3;230,00
2026-04-27;Transformador de Potência;Trifásico;SCVID;11669;3;1778;;;N;Principal;150.00;138.00;13.80;VIDEIRA;SUB VIDEIRA    SC;SC;TR1;TR 230/138 kV VIDEIRA TR1 SC;3;230,00
2026-04-27;Transformador de Potência;Trifásico;SCVID;11672;3;1778;;;N;Principal;150.00;138.00;13.80;VIDEIRA;SUB VIDEIRA    SC;SC;TR2;TR 230/138 kV VIDEIRA TR2 SC;3;230,00
2026-04-27;Transformador de Potência;Monofásico;SPARS;11801;3;1863;;;N;Principal;300.00;138.00;13.80;ARARAS;SUB ARARAS     SP;SP;TR1;TR 440/138 kV ARARAS TR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPARS;11804;3;1863;;;N;Principal;300.00;138.00;13.80;ARARAS;SUB ARARAS     SP;SP;TR2;TR 440/138 kV ARARAS TR2 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPATB;11822;3;1874;;;S;Principal;400.00;138.00;13.80;ATIBAIA 2;SUB ATIBAIA 2    SP;SP;TR1;TR 345/138 kV ATIBAIA 2 TR1 SP;3;345,00
2026-04-27;Transformador de Potência;Monofásico;SPGET;12170;3;2125;;;N;Principal;300.00;138.00;;GETULINA;SUB GETULINA    SP;SP;TR1;TR 440/138 kV GETULINA TR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPITR2;12326;3;2186;;;N;Principal;300.00;138.00;13.80;ITARARE II;SUB ITARARE II    SP;SP;TR1;TR 230/138 kV ITARARE II TR1 SP;3;230,00
2026-04-27;Transformador de Potência;Monofásico;SPMSOL;12464;3;2305;;;N;Principal;300.00;138.00;13.80;MIRASSOL II;SUB MIRASSOL II   SP;SP;TR1;TR 440/138 kV MIRASSOL II TR1 SP;3;440,00
2026-04-27;Transformador de Potência;Monofásico;SPPIR2;12572;3;2370;;;N;Principal;400.00;138.00;13.80;PIRATININGA 2;SUB PIRATININGA II   SP;SP;TR1;TR 345/138 kV PIRATININGA 2 TR1 SP;3;345,00
2026-04-27;Transformador de Potência;Monofásico;SPPIR2;12575;3;2370;;;N;Principal;400.00;138.00;13.80;PIRATININGA 2;SUB PIRATININGA II   SP;SP;TR2;TR 345/138 kV PIRATININGA 2 TR2 SP;3;345,00
2026-04-27;Transformador de Potência;Monofásico;SPPIR2;12578;3;2370;;;N;Principal;400.00;138.00;13.80;PIRATININGA 2;SUB PIRATININGA II   SP;SP;TR3;TR 345/138 kV PIRATININGA 2 TR3 SP;3;345,00
2026-04-27;Transformador de Potência;Monofásico;SPRPR;12707;3;2435;;;;Principal;1200.00;440.00;13.80;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP;AT1;TR 500/440 kV RIBEIRAO PRETO AT1 SP;3;500,00
2026-04-27;Transformador de Potência;Monofásico;SPRPR;12710;3;2435;;;;Principal;1200.00;440.00;13.80;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP;AT2;TR 500/440 kV RIBEIRAO PRETO AT2 SP;3;500,00
2026-04-27;Reator de Barra;Monofásico;PAIT;13346;3;872;45.33;;N;Reserva;;;;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;RTR1;RTB 500 kV 45,33 Mvar ITACAIUNAS RTR1 PA;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOCO;13347;3;2731;45.33;;N;Reserva;;;;COLINAS;SUB COLINAS    TO;TO;RTR2;RTB 500 kV 45,33 Mvar COLINAS RTR2 TO;3;500,00
2026-04-27;Reator de Linha;Monofásico;TOMC;13348;3;2736;45.33;;;Reserva;;;;MIRACEMA;SUB MIRACEMA    TO;TO;RTR4;RTL 500 kV 45,33 Mvar MIRACEMA RTR4 TO;3;500,00
2026-04-27;Reator de Linha;Monofásico;TOSTGU;13349;3;2738;45.33;;;Reserva;;;;GURUPI;SUB GURUPI     TO;TO;RTR1;RTL 500 kV 45,33 Mvar GURUPI RTR1 TO;3;500,00
2026-04-27;Reator de Linha;Monofásico;GOSME2;13350;3;285;45.33;;;Reserva;;;;SERRA MESA 2;SUB SERRA DA MESA 2    GO;GO;RTR1;RTL 500 kV 45,33 Mvar SERRA MESA 2 RTR1 GO;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOPEI2;13351;3;2737;45.33;;;Reserva;;;;PEIXE 2;SUB PEIXE 2    TO;TO;RTR1;RTB 500 kV 45,33 Mvar PEIXE 2 RTR1 TO;3;500,00
2026-04-27;Reator de Linha;Monofásico;SCCNO;13356;3;1672;25.00;;N;Reserva;;;;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;RTR1;RTL 500 kV 25 Mvar C.NOVOS RTR1 SC;3;500,00
2026-04-27;Reator de Linha;Monofásico;RSPOL;13357;3;1568;50.00;;N;Reserva;;;;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;RTR2;RTL 525 kV 50 Mvar NOVA STA RITA RTR2 RS;3;525,00
2026-04-27;Reator de Barra;Trifásico;CETAA;13385;3;163;16.61;;;Principal;;;;TAUA II;SUB TAUA II    CE;CE;RT1;RTB 230 kV 16,61 Mvar TAUA II RT1 CE;3;230,00
2026-04-27;Reator de Barra;Monofásico;GOSME2;13393;3;285;136.00;;;Principal;;;;SERRA MESA 2;SUB SERRA DA MESA 2    GO;GO;RT3;RTB 500 kV 136 Mvar SERRA MESA 2 RT3 GO;3;500,00
2026-04-27;Reator de Barra;Monofásico;MGBDE3;13416;3;362;100.00;;N;Principal;;;;B.DESPACHO 3;SUB BOM DESPACHO 3   MG;MG;RT20;RTB 500 kV 100 Mvar B.DESPACHO 3 RT20 MG;3;500,00
2026-04-27;Reator de Barra;Monofásico;MGNEVE;13421;3;591;91.00;;;Principal;;;;NEVES 1;SUB NEVES 1    MG;MG;RT13;RTB 500 kV 91 Mvar NEVES 1 RT13 MG;3;500,00
2026-04-27;Reator de Barra;Monofásico;MGNPON;13422;3;597;136.00;;N;Principal;;;;NOVA PONTE;USI NOVA PONTE    MG;MG;RT1;RTB 500 kV 136 Mvar NOVA PONTE RT1 MG;3;500,00
2026-04-27;Reator de Barra;Monofásico;MGNPON;13423;3;597;136.00;;N;Principal;;;;NOVA PONTE;USI NOVA PONTE    MG;MG;RT2;RTB 500 kV 136 Mvar NOVA PONTE RT2 MG;3;500,00
2026-04-27;Reator de Barra;Monofásico;MGSGOT;13428;3;658;91.00;;N;Principal;;;;SAO GOTARDO 2;SUB SAO GOTARDO 2    MG;MG;RT2;RTB 500 kV 91 Mvar SAO GOTARDO 2 RT2 MG;3;500,00
2026-04-27;Reator de Barra;Monofásico;MGUSMR;13439;3;718;100.00;;N;Principal;;;;MARIMBONDO;USI MARIMBONDO    MG;MG;RT5;RTB 500 kV 100 Mvar MARIMBONDO RT5 MG;3;500,00
2026-04-27;Reator de Barra;Trifásico;MTJBA;13446;3;815;20.00;;;Principal;;;;JUBA;SUB JUBA     MT;MT;RT2;RTB 230 kV 20 Mvar JUBA RT2 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTMGG;13448;3;823;20.00;;;Principal;;;;BRASNORTE;SUB BRASNORTE     MT;MT;RT3;RTL 230 kV 20 Mvar BRASNORTE RT3 MT;3;230,00
2026-04-27;Reator de Linha;Monofásico;PAIT;13454;3;872;136.00;;N;Principal;;;;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;RT1;RTL 500 kV 136 Mvar ITACAIUNAS RT1 PA;3;500,00
2026-04-27;Reator de Barra;Trifásico;PIPIC;13467;3;996;16.61;;S;Principal;;;;PICOS;SUB PICOS    PI;PI;RT1;RTB 230 kV 16,61 Mvar PICOS RT1 PI;3;230,00
2026-04-27;Reator de Barra;Monofásico;PIRGO;13471;3;998;180.00;;S;Principal;;;;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;RT7;RTB 500 kV 180 Mvar RIB.GONCALVES RT7 PI;3;500,00
2026-04-27;Reator de Barra;Monofásico;PIRGO;13472;3;998;180.00;;S;Principal;;;;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;RT8;RTB 500 kV 180 Mvar RIB.GONCALVES RT8 PI;3;500,00
2026-04-27;Reator de Barra;Monofásico;SPGET;13542;3;2125;180.00;;N;Principal;;;;GETULINA;SUB GETULINA    SP;SP;RT1;RTB 440 kV 180 Mvar GETULINA RT1 SP;3;440,00
2026-04-27;Reator de Barra;Monofásico;SPMSOL;13546;3;2305;180.00;;N;Principal;;;;MIRASSOL II;SUB MIRASSOL II   SP;SP;RT1;RTB 440 kV 180 Mvar MIRASSOL II RT1 SP;3;440,00
2026-04-27;Reator de Barra;Monofásico;SPRPR;13547;3;2435;180.00;;;Principal;;;;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP;RT2;RTB 500 kV 180 Mvar RIBEIRAO PRETO RT2 SP;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOCO;13561;3;2731;136.00;;N;Principal;;;;COLINAS;SUB COLINAS    TO;TO;RT9;RTB 500 kV 136 Mvar COLINAS RT9 TO;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOMC;13563;3;2736;136.00;;;Principal;;;;MIRACEMA;SUB MIRACEMA    TO;TO;RT8;RTB 500 kV 136 Mvar MIRACEMA RT8 TO;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOPEI2;13564;3;2737;136.00;;;Principal;;;;PEIXE 2;SUB PEIXE 2    TO;TO;RT1;RTB 500 kV 136 Mvar PEIXE 2 RT1 TO;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOSTGU;13565;3;2738;136.00;;;Principal;;;;GURUPI;SUB GURUPI     TO;TO;RT4;RTB 500 kV 136 Mvar GURUPI RT4 TO;3;500,00
2026-04-27;Reator de Barra;Monofásico;TOSTGU;13566;3;2738;136.00;;;Principal;;;;GURUPI;SUB GURUPI     TO;TO;RT9;RTB 500 kV 136 Mvar GURUPI RT9 TO;3;500,00
2026-04-27;Reator de Linha;Trifásico;ALPEN;13568;3;19;10.00;;S;Principal;;;;PENEDO;SUB PENEDO AL;AL;RT1;RTL 230 kV 10 Mvar PENEDO RT1 AL;3;230,00
2026-04-27;Reator de Linha;Monofásico;BAICA;13579;3;70;200.00;;;Principal;;;;IBICOARA;SUB IBICOARA    BA;BA;RT1;RTL 500 kV 200 Mvar IBICOARA RT1 BA;2;500,00
2026-04-27;Reator de Linha;Monofásico;CEFZD;13600;3;145;180.00;;;Principal;;;;FORTALEZA II;SUB FORTALEZA II     CE;CE;RT1;RTL 500 kV 180 Mvar FORTALEZA II RT1 CE;2;500,00
2026-04-27;Reator de Linha;Monofásico;CEMLD;13608;3;3149;180.00;;N;Principal;;;;MILAGRES II;SUB MILAGRES II CE;CE;RT4;RTL 500 kV 180 Mvar MILAGRES II RT4 CE;3;500,00
2026-04-27;Reator de Linha;Monofásico;GOSME2;13630;3;285;136.00;;;Principal;;;;SERRA MESA 2;SUB SERRA DA MESA 2    GO;GO;RT1;RTL 500 kV 136 Mvar SERRA MESA 2 RT1 GO;3;500,00
2026-04-27;Reator de Linha;Monofásico;MGPAT4;13678;3;605;100.00;;N;Principal;;;;PARACATU 4;SUB PARACATU 4    MG;MG;RT2;RTL 500 kV 100 Mvar PARACATU 4 RT2 MG;3;500,00
2026-04-27;Reator de Linha;Monofásico;MGPIRD;13679;3;617;100.00;;N;Principal;;;;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;RT1;RTL 500 kV 100 Mvar PIRAPORA 2 RT1 MG;3;500,00
2026-04-27;Reator de Linha;Trifásico;MTJBA;13703;3;815;20.00;;N;Principal;;;;JUBA;SUB JUBA     MT;MT;RT1;RTL 230 kV 20 Mvar JUBA RT1 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTJBA;13704;3;815;20.00;;N;Principal;;;;JUBA;SUB JUBA     MT;MT;RT3;RTL 230 kV 20 Mvar JUBA RT3 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTJU;13707;3;820;30.00;;;Principal;;;;JAURU;SUB JAURU    MT;MT;RT5;RTL 230 kV 30 Mvar JAURU RT5 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTJU;13708;3;820;30.00;;;Principal;;;;JAURU;SUB JAURU    MT;MT;RT6;RTL 230 kV 30 Mvar JAURU RT6 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTJUI;13710;3;821;20.00;;N;Principal;;;;JUINA;SUB JUINA    MT;MT;RT1;RTL 230 kV 20 Mvar JUINA RT1 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTJUI;13711;3;821;20.00;;N;Principal;;;;JUINA;SUB JUINA    MT;MT;RT2;RTL 230 kV 20 Mvar JUINA RT2 MT;3;230,00
2026-04-27;Reator de Barra;Trifásico;MTMGG;13712;3;823;20.00;;;Principal;;;;BRASNORTE;SUB BRASNORTE     MT;MT;RT4;RTB 230 kV 20 Mvar BRASNORTE RT4 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTMGG;13714;3;823;20.00;;;Principal;;;;BRASNORTE;SUB BRASNORTE     MT;MT;RT2;RTL 230 kV 20 Mvar BRASNORTE RT2 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTMGG;13715;3;823;20.00;;N;Principal;;;;BRASNORTE;SUB BRASNORTE     MT;MT;RT5;RTL 230 kV 20 Mvar BRASNORTE RT5 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTMGG;13716;3;823;20.00;;N;Principal;;;;BRASNORTE;SUB BRASNORTE     MT;MT;RT6;RTL 230 kV 20 Mvar BRASNORTE RT6 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTNM;13718;3;827;20.00;;;Principal;;;;NOVA MUTUM;SUB NOVA MUTUM    MT;MT;RT2;RTL 230 kV 20 Mvar NOVA MUTUM RT2 MT;3;230,00
2026-04-27;Reator de Linha;Trifásico;MTNM;13719;3;827;20.00;;;Principal;;;;NOVA MUTUM;SUB NOVA MUTUM    MT;MT;RT3;RTL 230 kV 20 Mvar NOVA MUTUM RT3 MT;3;230,00
2026-04-27;Reator de Barra;Monofásico;PAIT;13733;3;872;136.00;;N;Principal;;;;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;RT2;RTB 500 kV 136 Mvar ITACAIUNAS RT2 PA;3;500,00
2026-04-27;Reator de Linha;Monofásico;PIRGO;13761;3;998;180.00;;S;Principal;;;;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;RT5;RTL 500 kV 180 Mvar RIB.GONCALVES RT5 PI;3;500,00
2026-04-27;Reator de Linha;Monofásico;PIRGO;13762;3;998;180.00;;S;Principal;;;;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;RT6;RTL 500 kV 180 Mvar RIB.GONCALVES RT6 PI;3;500,00
2026-04-27;Reator de Linha;Monofásico;PISJI;13766;3;999;180.00;;N;Principal;;;;S.JOAO PIAUI;SUB SAO JOAO PIAUI   PI;PI;RT4;RTL 500 kV 180 Mvar S.JOAO PIAUI RT4 PI;2;500,00
2026-04-27;Reator de Linha;Monofásico;PISJI;13767;3;999;180.00;;S;Principal;;;;S.JOAO PIAUI;SUB SAO JOAO PIAUI   PI;PI;RT6;RTL 500 kV 180 Mvar S.JOAO PIAUI RT6 PI;2;500,00
2026-04-27;Reator de Linha;Monofásico;PISJI;13768;3;999;180.00;;N;Principal;;;;S.JOAO PIAUI;SUB SAO JOAO PIAUI   PI;PI;RT7;RTL 500 kV 180 Mvar S.JOAO PIAUI RT7 PI;3;500,00
2026-04-27;Reator de Linha;Monofásico;PITSD ;13773;3;1003;150.00;;;Principal;;;;TERESINA II;SUB TERESINA II   PI;PI;RT3;RTL 500 kV 150 Mvar TERESINA II RT3 PI;2;500,00
2026-04-27;Reator de Linha;Monofásico;PITSD ;13774;3;1003;150.00;;;Principal;;;;TERESINA II;SUB TERESINA II   PI;PI;RT4;RTL 500 kV 150 Mvar TERESINA II RT4 PI;2;500,00
2026-04-27;Reator de Linha;Monofásico;PITSD ;13775;3;1003;150.00;;;Principal;;;;TERESINA II;SUB TERESINA II   PI;PI;RT6;RTL 500 kV 150 Mvar TERESINA II RT6 PI;2;500,00
2026-04-27;Reator de Barra;Monofásico;PITSD ;13776;3;1003;150.00;;;Principal;;;;TERESINA II;SUB TERESINA II   PI;PI;RT7;RTL 500 kV 150 Mvar TERESINA II RT7 PI;2;500,00
2026-04-27;Reator de Linha;Trifásico;ROAQ;13798;3;1422;20.00;;N;Principal;;;;ARIQUEMES;SUB ARIQUEMES     RO;RO;RT2;RTL 230 kV 20 Mvar ARIQUEMES RT2 RO;3;230,00
2026-04-27;Reator de Linha;Trifásico;ROJP;13799;3;1424;20.00;;N;Principal;;;;JI-PARANA;SUB JI-PARANA     RO;RO;RT2;RTL 230 kV 20 Mvar JI-PARANA RT2 RO;3;230,00
2026-04-27;Reator de Linha;Trifásico;ROPB;13801;3;1426;20.00;;N;Principal;;;;PIMENTA BUENO;SUB PIMENTA BUENO    RO;RO;RT3;RTL 230 kV 20 Mvar PIMENTA BUENO RT3 RO;3;230,00
2026-04-27;Reator de Linha;Trifásico;ROVN;13803;3;1436;20.00;;S;Principal;;;;VILHENA;SUB VILHENA    RO;RO;RT3;RTL 230 kV 20 Mvar VILHENA RT3 RO;3;230,00
2026-04-27;Reator de Linha;Trifásico;ROVN;13804;3;1436;30.00;;;Principal;;;;VILHENA;SUB VILHENA    RO;RO;RT4;RTL 230 kV 30 Mvar VILHENA RT4 RO;3;230,00
2026-04-27;Reator de Linha;Trifásico;ROVN;13805;3;1436;30.00;;;Principal;;;;VILHENA;SUB VILHENA    RO;RO;RT5;RTL 230 kV 30 Mvar VILHENA RT5 RO;3;230,00
2026-04-27;Reator de Linha;Monofásico;RSPOL;13816;3;1568;150.00;;N;Principal;;;;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;RT1;RTL 525 kV 150 Mvar NOVA STA RITA RT1 RS;3;525,00
2026-04-27;Reator de Linha;Trifásico;RSPME;13817;3;1566;10.00;;S;Principal;;;;PRE.MEDICI;SUB PRESIDENTE MEDICI   RS;RS;RT2;RTL 230 kV 10 Mvar PRE.MEDICI RT2 RS;3;230,00
2026-04-27;Reator de Linha;Trifásico;RSSCR1;13818;3;1585;5.00;;S;Principal;;;;SANTA CRUZ 1;SUB SANTA CRUZ 1 RS;RS;RT1;RTL 230 kV 5 Mvar SANTA CRUZ 1 RT1 RS;3;230,00
2026-04-27;Reator de Linha;Monofásico;SCCNO;13824;3;1672;75.00;;N;Principal;;;;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;RT4;RTL 500 kV 75 Mvar C.NOVOS RT4 SC;3;500,00
2026-04-27;Reator de Linha;Monofásico;TOCO;13869;3;2731;136.00;;N;Principal;;;;COLINAS;SUB COLINAS    TO;TO;RT11;RTL 500 kV 136 Mvar COLINAS RT11 TO;3;500,00
2026-04-27;Reator de Linha;Monofásico;TOCO;13870;3;2731;180.00;;S;Principal;;;;COLINAS;SUB COLINAS    TO;TO;RTL1;RTL 500 kV 180 Mvar COLINAS RTL1 TO;3;500,00
2026-04-27;Reator de Linha;Monofásico;TOMC;13880;3;2736;136.00;;;Principal;;;;MIRACEMA;SUB MIRACEMA    TO;TO;RT6;RTL 500 kV 136 Mvar MIRACEMA RT6 TO;3;500,00
